pid,zipcode,own_occ,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,population,pop_density,median_income,city_state,av_total
118550,2136,Y,6385,1950,1984,736,1,R,RN,G,M,4,2,1,0,M,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",236400
118560,2136,Y,4600,1905,0,2302,2,R,CL,G,M,9,4,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",363340.4562
118570,2131,Y,6600,1872,0,2491,2,R,CL,G,W,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",498400
118580,2130,N,6468,1950,0,1700,2,R,CL,L,W,7,3,1,1,S,1,S,W,N,1,G,G,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",647800
118590,2132,Y,7291,1920,2011,1656,2,R,CL,L,M,8,3,1,1,S,1,M,W,C,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",511200
118600,2132,Y,8480,1930,2002,1438,2,R,CL,G,M,7,3,1,0,M,1,M,W,N,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",553100
118610,2131,Y,6600,1920,0,2052,2,R,CL,G,B,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",474200
118620,2132,Y,8919,1991,NA,2509,1.5,R,CP,G,F,7,4,1,1,S,1,M,W,N,1,G,G,A,N,A,2132,36314,13251,75446,"Cambridge, MA",539000
118630,2130,Y,10436,1880,2010,2611,2.5,R,CL,G,W,10,6,3,1,M,1,M,W,N,1,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",874400
118640,2132,Y,4000,1925,0,888,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",319659.5588
118650,2136,Y,2520,1965,0,1683,2,R,RE,G,M,6,3,1,1,M,1,M,W,N,0,G,A,A,N,F,2136,28488,6207,58890,"Hyde Park, MA",348100
118660,2136,Y,5000,1940,0,1200,2,R,CL,L,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,G,2136,28488,6207,58890,"Hyde Park, MA",327600
118670,2131,Y,6052,1910,0,1380,2,R,CL,G,F,6,3,1,0,S,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",428985.9883
118680,2131,Y,7354,1980,2008,1700,2,R,CL,G,M,6,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",476400
118690,2124,Y,4050,1929,2006,1610,1,R,BW,H,W,6,3,1,0,S,1,M,F,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",447600
118700,2132,Y,6842,1910,0,1393,2,R,CL,G,M,6,3,2,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",409200
118710,2132,Y,4572,1925,0,1299,1.5,R,CV,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",339600
118720,2136,Y,6250,1900,0,1440,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",393900
118730,2132,Y,13580,1880,0,3249,2.5,R,CL,L,F,8,5,2,1,S,1,S,F,N,3,F,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",801100
118740,2131,Y,5602,1920,2002,1384,2,R,CL,H,W,7,4,1,0,M,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",448564.90870000003
118750,2130,Y,2959,1905,2016,2121,2,R,SD,G,F,9,5,2,0,M,1,M,W,C,1,G,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",820807
118760,2131,Y,5565,1963,0,1755,2,R,CL,G,M,8,4,1,1,S,1,N,F,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",363500
118770,2136,Y,6400,1950,0,1056,1,R,RN,H,W,7,3,1,1,S,1,S,W,N,2,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",276700
118780,2132,Y,7923,1925,0,2372,2,R,CL,L,W,9,4,2,0,S,1,M,W,N,2,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",710627.4116
118790,2136,Y,7148,1955,0,1667,1,R,RR,G,W,9,5,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",304700
118800,2131,N,7965,1920,0,3483,2,R,CL,L,W,12,6,2,0,S,1,S,W,N,2,F,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",645500
118810,2136,Y,5424,1969,0,1414,1.5,R,CP,G,M,6,3,2,0,S,1,M,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",354100
118820,2130,Y,2718,1900,0,2280,2.5,R,CL,H,F,9,5,1,1,S,1,M,F,N,0,F,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",764700
118830,2132,Y,10800,1900,0,1560,2,R,CL,L,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",520100
118840,2136,Y,7298,2008,NA,2135,2.5,R,CL,G,F,7,3,2,1,M,1,M,F,C,0,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",562100
118850,2132,Y,6308,1946,0,1011,1,R,RN,G,M,5,2,1,0,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",357400
118860,2136,Y,5103,1960,0,1387,1.5,R,CP,G,W,6,3,1,2,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",333100
118870,2131,Y,6030,1983,1990,1182,1,R,RR,G,M,5,3,1,0,M,1,M,W,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",352300
118880,2131,Y,6597,1960,0,1298,1,R,RN,G,W,6,3,1,1,S,1,S,W,C,2,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",402800
118890,2124,Y,5056,1950,0,1366,1,R,CP,G,M,5,3,1,0,M,1,M,F,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",357700
118900,2124,Y,7031,1896,0,3250,2.5,R,CL,G,M,11,7,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",443978.9017
118910,2131,N,5348,1950,0,960,1,R,RN,G,M,5,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",319889.7893
118920,2136,Y,5000,1956,0,1474,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",394900
118930,2124,N,2470,1920,2009,1614,2,R,CL,G,M,9,4,2,1,M,1,M,W,N,0,G,G,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",371259.8335
118940,2130,Y,7550,1950,0,1356,1,R,RN,G,W,9,3,1,1,M,1,M,F,C,0,A,G,G,N,G,2130,35401,10618,75730,"Jamaica Plain, MA",694100
118950,2136,Y,5049,1890,NA,2339,2,R,CL,G,M,8,3,2,0,N,1,N,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",339300
118960,2132,N,7097,1989,0,1740,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",529242.5479
118970,2131,Y,4000,1910,0,1295,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",369883.5921
118980,2131,N,5564,1920,2014,1958,2,R,CL,H,M,9,5,2,1,L,1,L,F,C,2,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",615000
118990,2131,Y,6021,1910,0,2188,2,R,CL,G,W,9,3,1,1,M,1,S,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",558700
119000,2136,Y,3200,1966,0,1225,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",309900
119010,2136,Y,6477,1955,0,1306,1.5,R,CP,G,M,8,4,1,1,S,1,S,F,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",331365.5798
119020,2136,Y,5838,1960,0,1224,1.5,R,CP,G,M,6,3,2,0,S,1,N,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",320600
119030,2131,Y,7500,1890,0,1877,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",481300
119040,2132,Y,4870,1936,0,1937,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",531300
119050,2136,Y,13460,1900,0,1672,2,R,CL,G,M,8,3,2,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",400700
119060,2136,Y,5100,1960,0,1228,1,R,RN,G,A,7,3,1,1,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",322600
119070,2132,Y,4509,1960,2014,1569,2,R,CL,G,W,7,4,1,1,M,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",538900
119080,2131,N,4800,1945,0,1323,1,R,CP,G,M,6,3,1,0,N,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",264500
119090,2132,Y,5500,1920,0,936,1,R,BW,H,M,5,2,1,0,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",361400
119100,2131,Y,11897,1940,0,1440,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",471900
119110,2136,Y,9224,1910,2004,1529,1.5,R,CL,G,W,6,2,1,1,M,1,M,W,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",458700
119120,2136,Y,6000,1940,0,1467,1.5,R,CP,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",297600
119130,2131,Y,5500,1920,0,1606,2,R,CL,G,B,7,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",476500
119140,2124,N,6212,1900,1997,2396,2,R,CL,G,W,10,5,1,1,S,1,M,F,C,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",485600
119150,2136,Y,18682,2007,NA,2472,2,R,CL,G,M,8,4,2,1,M,1,M,F,C,0,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",609100
119160,2136,Y,3600,1910,0,1768,1.5,R,CP,G,M,7,4,2,0,M,1,S,F,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",300200
119170,2136,Y,6628,1965,2003,960,1,R,RN,G,M,5,2,1,0,S,1,M,F,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",298900
119180,2132,Y,4038,1920,0,864,1,R,BW,H,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",326600
119190,2130,Y,3120,1917,0,1292,2,R,RE,G,B,8,4,1,0,S,1,S,F,N,1,G,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",476800
119200,2136,Y,6600,1910,1990,1225,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",321000
119210,2131,Y,5000,1910,0,1444,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,0,G,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",446200
119220,2132,Y,5876,1935,2012,1801,2,R,CL,G,B,7,3,1,1,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",532482.814
119230,2130,Y,5545,1938,2011,1320,1.5,R,CP,G,M,7,3,1,1,S,1,M,W,N,1,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",476900
119240,2131,Y,4694,1900,0,1929,2,R,CL,G,M,6,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",452300
119250,2131,Y,4992,1890,1970,1327,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,F,2131,29826,11505,66735,"Roslindale, MA",395087.672
119260,2132,Y,5008,1940,0,1550,2,R,CL,G,M,5,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",381500
119270,2130,Y,10544,1935,1960,2180,2,R,CL,G,B,10,4,1,2,S,1,S,W,N,1,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",934295.637
119280,2131,Y,7020,1973,0,1400,2,R,CL,G,M,7,4,1,1,S,2,S,E,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",439000
119290,2132,Y,5662,1961,2002,1750,2,R,CL,G,M,7,4,2,0,M,1,S,F,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",449600
119300,2136,Y,8665,1959,0,1128,1,R,RR,G,W,6,3,1,0,S,1,M,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",294800
119310,2131,Y,6374,1988,0,1428,2,R,CL,G,M,7,3,1,1,S,1,S,F,C,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",475000
119320,2124,Y,4400,1890,0,2130,2,R,CL,G,M,9,5,1,1,S,1,S,F,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",316100
119330,2136,Y,11288,1959,1998,1112,1,R,RN,G,W,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",347888.6144
119340,2131,Y,6600,1925,0,1440,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",484200
119350,2131,Y,4200,1915,1992,1772,2,R,CL,G,M,7,4,1,0,S,1,S,W,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",458000
119360,2132,Y,5866,1930,2013,1560,2,R,CL,G,B,10,7,1,1,M,1,M,W,N,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",568530.2888
119370,2130,Y,10113,1963,2010,2685,2,R,SL,G,M,10,5,3,0,N,1,N,W,C,2,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",745271.6417
119380,2132,Y,5403,1920,0,1352,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",429300
119390,2136,N,6028,1900,NA,2247,3,R,CV,M,M,9,3,2,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",398100
119400,2130,N,3298,1960,2010,816,2,R,RE,H,W,4,2,1,0,M,1,N,F,C,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",358805.4562
119410,2131,Y,5585,1924,2016,1920,2,R,CL,G,M,9,4,2,0,M,1,M,W,C,1,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",541201.311
119420,2132,Y,6750,1925,1978,1370,1.5,R,CP,G,W,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",420000
119430,2131,Y,5500,1892,0,1536,2,R,CL,G,A,6,3,1,0,N,1,N,W,N,0,F,F,F,N,A,2131,29826,11505,66735,"Roslindale, MA",302200
119440,2132,Y,3338,1954,0,1090,1,R,CP,G,M,5,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",333328.0872
119450,2132,Y,4424,1920,1996,1636,2,R,CL,G,W,7,3,1,0,M,1,M,W,C,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",547894.5292
119460,2136,Y,3200,1945,0,700,1,R,CP,G,M,5,2,1,0,S,1,S,F,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",228300
119470,2132,Y,4000,1925,0,1539,1,R,BW,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",386800
119480,2132,N,3352,1937,0,1190,1,R,CP,G,B,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",337000
119490,2132,Y,5000,1910,2000,1095,1.5,R,CV,G,M,6,2,1,1,M,1,M,W,N,0,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",387700
119500,2132,Y,6750,1960,0,1377,2,R,CL,G,W,6,3,1,1,S,1,S,E,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",445900
119510,2130,Y,4522,1910,0,1550,2,R,CL,H,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",522501.7511
119520,2130,Y,6009,1947,0,2032,2,R,CL,G,M,7,4,3,1,M,1,S,W,N,0,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",771369.1238
119530,2136,Y,10000,1920,0,1421,1.5,R,CL,G,M,5,2,2,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",372110.8266
119540,2130,Y,4481,1935,0,1842,2,R,CL,G,B,8,4,1,1,M,1,M,W,N,1,A,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",677742.2687
119550,2136,Y,5000,1915,0,1202,1.5,R,CP,G,M,7,3,1,0,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",271500
119560,2132,Y,4025,1938,0,1686,2,R,CL,G,W,8,4,2,1,S,1,S,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",547300
119570,2131,Y,3200,1925,0,912,1,R,BW,G,W,6,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",318800
119580,2130,Y,10257,1932,0,1536,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,1,G,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",646100
119590,2132,Y,4772,1900,2013,1584,2,R,CL,G,A,6,3,1,0,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",379300
119600,2124,N,3120,1899,1999,1846,2,R,CL,G,M,9,5,2,0,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",346500
119610,2124,Y,4548,1920,2008,2986,2.5,R,CL,H,M,8,4,1,1,M,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",474600
119620,2132,Y,7312,1989,0,1740,2,R,CL,G,M,7,4,2,1,S,1,S,W,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",538500
119630,2132,Y,8528,1925,1997,2099,2,R,CL,G,M,8,3,1,1,M,1,M,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",629500
119640,2132,Y,5398,1930,0,1428,1,R,CP,G,M,5,2,1,0,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",391900
119650,2132,Y,6950,1960,0,2052,2,R,CL,G,W,9,4,2,1,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",551900
119660,2136,Y,5438,1915,2006,2118,2,R,CL,G,M,11,4,2,0,M,1,M,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",384819.5526
119670,2136,N,9725,1935,1989,1995,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",386300
119680,2132,Y,4160,1950,0,1498,1.5,R,CP,G,M,6,2,1,1,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",380300
119690,2136,Y,8740,1865,1990,1271,1.5,R,CV,G,M,5,2,2,0,N,1,N,F,C,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",340500
119700,2136,Y,6285,1941,0,1448,1.5,R,CP,G,M,7,3,1,0,S,1,N,O,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",315485.9313
119710,2132,Y,4535,1920,0,1378,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",387400
119720,2124,Y,3921,1899,1981,964,1.5,R,CP,G,M,4,2,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",296199.3388
119730,2131,Y,5200,1920,1985,1832,2.5,R,CL,G,W,10,4,2,0,M,1,M,W,C,0,A,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",570500
119740,2136,Y,3480,1910,0,1275,2,R,CL,G,V,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",225400
119750,2132,Y,5000,1949,2000,1734,2,R,CL,G,M,6,3,2,0,M,1,M,W,C,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",500700
119760,2132,Y,5000,1920,0,1764,1.5,R,CP,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",471400
119770,2131,Y,2836,1925,0,1344,1,R,CP,G,M,6,2,1,0,S,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",383800
119780,2124,N,2850,1935,0,1215,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",303200
119790,2130,Y,4400,1904,1990,2621,2.5,R,CL,H,W,10,4,1,1,M,1,M,W,N,0,A,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",986600
119800,2132,Y,6899,1955,0,2077,2,R,CL,G,M,8,4,2,1,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",539352.2332
119810,2132,N,3655,1954,0,918,1,R,RN,G,M,5,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",281993.5891
119820,2132,Y,4250,1969,0,1488,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",420948.0796
119830,2132,Y,5000,1928,2008,1717,2,R,CL,G,M,6,3,1,1,M,1,M,W,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",511186.9445
119840,2131,Y,8609,1910,0,2886,2,R,CL,H,A,10,4,2,0,S,2,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",565895.3517
119850,2132,Y,10405,1900,0,1956,2,R,CL,G,F,8,3,1,1,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",582936.6626
119860,2132,Y,4275,1910,2003,1456,2,R,CL,H,W,7,3,2,0,S,1,M,W,N,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",469918.1912
119870,2132,Y,7616,2001,NA,2591,2,R,CL,G,M,8,4,2,1,M,1,M,F,C,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",647400
119880,2124,N,2583,1870,0,1411,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",284359.633
119890,2124,Y,4774,1928,0,1263,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",372620.0657
119900,2136,Y,8918,1950,1995,1579,1.5,R,CP,G,W,7,4,1,1,S,1,M,F,N,1,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",414700
119910,2124,Y,6377,1925,0,1580,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,G,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",504200
119920,2131,Y,7575,1990,2012,1836,2,R,CL,G,F,6,4,2,1,S,1,S,W,C,1,A,A,A,N,G,2131,29826,11505,66735,"Roslindale, MA",584700
119930,2131,Y,4800,1948,0,1201,1,R,CP,G,M,8,3,1,0,S,1,N,W,N,2,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",328100
119940,2136,Y,6000,1930,0,1777,2,R,CL,H,F,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",381121.3263
119950,2124,Y,5801,1910,1984,2447,2,R,CL,G,A,11,4,1,1,S,1,S,W,N,0,G,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",509500
119960,2124,N,3659,1915,0,1224,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",324301.5302
119970,2136,Y,4870,1960,0,1414,1.5,R,CP,G,W,6,2,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",339169.9926
119980,2130,Y,5504,1910,0,1796,2,R,CL,H,S,7,4,2,0,S,1,S,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",823000
119990,2132,Y,5000,1910,0,904,1.5,R,BW,G,M,5,2,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",365700
120000,2136,Y,6103,1965,2012,1456,1,R,RN,H,M,6,2,1,0,M,1,M,F,C,2,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",373500
120010,2132,Y,6908,1935,0,1568,2,R,CL,G,M,6,3,1,1,N,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",475100
120020,2130,Y,10867,1962,0,1500,1,R,RN,G,M,7,3,1,1,M,1,S,W,C,1,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",762100
120030,2132,Y,6968,1935,0,1894,2,R,CL,G,W,8,3,1,0,S,1,S,W,N,1,A,A,A,N,G,2132,36314,13251,75446,"Cambridge, MA",525800
120040,2131,Y,5283,1904,0,1896,2,R,CL,G,M,9,3,1,1,N,1,N,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",442700
120050,2136,Y,8979,1900,0,2320,2,R,CV,G,M,10,3,1,1,N,1,M,W,N,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",432500
120060,2132,Y,4244,1960,2016,1131,1,R,RN,G,M,5,2,1,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",321300
120070,2132,N,6713,1965,2015,1008,1,R,RR,G,W,6,3,1,0,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",348934.544
120080,2132,Y,4080,1959,1975,1313,1.5,R,CP,G,M,6,3,2,0,N,1,S,W,N,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",363100
120090,2132,Y,6995,1920,0,1763,2,R,CL,H,M,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",520469.1655
120100,2136,Y,4137,1960,0,1464,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",345900
