pid,zipcode,own_occ,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,population,pop_density,median_income,city_state,av_total
22050,2130,Y,3500,1960,0,896,2,R,RE,G,M,6,3,1,0,S,1,S,F,C,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",436136.4665
22060,2132,Y,4050,1924,0,1260,1,R,BW,G,W,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",374500
22070,2131,Y,4250,1904,2003,1550,2,R,CL,H,C,7,3,1,1,S,1,M,W,N,1,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",442600
22080,2130,Y,5775,1959,2010,1624,2,R,CL,G,M,7,3,3,0,M,1,M,W,C,1,A,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",742198.7066
22090,2132,Y,5000,1930,0,1521,2,R,CL,G,W,7,3,1,1,M,1,S,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",557400
22100,2130,Y,2854,1914,0,1071,1.5,R,SD,G,B,5,3,1,1,M,1,M,W,N,1,F,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",494900
22110,2130,Y,5050,1905,1972,2112,2,R,CL,F,S,7,4,2,0,S,1,S,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",830100
22120,2132,Y,6417,1930,2002,1866,1.5,R,BW,G,W,5,3,2,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",471300
22130,2131,Y,4000,1905,2003,1567,2,R,CL,H,M,8,4,1,1,S,1,S,F,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",430900
22140,2132,Y,4281,1929,0,925,1,R,BW,H,U,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",331149.056
22150,2124,Y,4224,1905,0,1813,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,0,G,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",237300
22160,2132,Y,8700,1950,0,1738,2,R,CL,H,M,8,3,1,1,S,1,S,W,N,2,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",568400
22170,2136,Y,7250,1949,2006,1597,1,R,CP,G,M,7,4,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",377900
22180,2131,Y,3750,1935,0,1201,1,R,CP,G,M,6,4,1,0,S,1,S,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",341300
22190,2124,Y,2126,1890,0,1773,2,R,SD,H,M,9,4,2,0,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",242400
22200,2136,Y,5000,1942,0,1120,1,R,CP,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",334300
22210,2124,Y,1657,1984,0,908,2,R,RE,G,W,4,2,1,0,S,1,M,E,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",241300
22220,2132,Y,6000,1925,2000,1350,2,R,CL,H,W,9,3,1,1,S,1,S,W,N,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",513300
22230,2132,Y,4770,1950,0,1056,1,R,RN,G,M,7,3,2,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",429600
22240,2131,Y,4955,1890,1992,1300,2,R,CL,G,M,7,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",388600
22250,2136,Y,5000,1878,0,1764,2,R,CV,G,M,8,2,1,1,S,1,S,F,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",384200
22260,2132,Y,5785,1910,2000,2678,2.5,R,CL,G,W,10,5,2,1,M,1,M,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",723500
22270,2131,N,4986,1915,0,1792,2,R,CL,G,B,10,4,1,1,S,1,S,W,N,0,A,A,A,N,F,2131,29826,11505,66735,"Roslindale, MA",464000
22280,2131,Y,3724,1960,0,1471,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",444200
22290,2136,Y,5000,1963,0,968,1,R,RN,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",234300
22300,2136,N,5000,1941,1974,1060,1.5,R,CP,G,M,6,4,1,0,M,1,M,F,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",319257.1637
22310,2132,Y,4406,1930,0,950,1,R,BW,H,M,5,2,1,0,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",339500
22320,2130,Y,1714,1960,0,864,2,R,RE,G,W,5,2,2,0,M,1,S,F,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",379000
22330,2132,Y,6948,1973,0,1300,1,R,RN,G,M,6,3,1,1,M,1,S,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",445900
22340,2136,Y,10266,1860,1999,3998,2,R,CL,H,M,16,6,2,1,M,1,S,W,N,1,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",747200
22350,2136,Y,4050,1900,0,1832,2,R,CL,G,M,8,4,2,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",306451.9085
22360,2136,Y,6418,1943,0,1085,1,R,CP,G,M,6,3,1,1,S,1,S,W,C,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",357100
22370,2132,Y,5683,1940,0,1870,2,R,CL,G,M,9,4,2,0,S,1,S,W,N,1,A,A,A,N,F,2132,36314,13251,75446,"Cambridge, MA",458716.4412
22380,2136,Y,5000,1956,0,1414,1.5,R,CP,G,W,7,3,1,1,S,1,M,F,N,1,G,G,G,N,G,2136,28488,6207,58890,"Hyde Park, MA",432300
22390,2132,Y,4416,1940,0,1344,2,R,CL,G,M,8,4,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",388900
22400,2136,Y,9001,1957,NA,1507,1,R,RR,G,W,5,3,1,1,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",339936.877
22410,2131,Y,5291,1955,2001,1719,1,R,RN,G,M,9,6,2,0,M,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",426688.2198
22420,2132,Y,5000,1997,0,1680,2,R,CL,G,M,8,3,2,1,S,1,S,F,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",480900
22430,2124,Y,4251,1890,1970,2161,2,R,CL,G,M,9,5,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",289900
22440,2136,Y,4000,1945,1990,1016,1,R,CP,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",262610.7044
22450,2136,Y,4500,1940,0,1145,1.5,R,CP,G,W,5,2,1,0,S,1,M,F,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",356700
22460,2124,Y,3825,1925,0,1646,2,R,CL,H,M,7,4,1,0,M,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",391600
22470,2132,Y,5756,1930,0,1500,2,R,CL,G,M,8,4,1,0,S,1,M,W,N,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",470778.628
22480,2136,Y,5000,1900,0,1578,2,R,CL,G,W,7,4,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",315100
22490,2132,Y,4210,1950,0,1377,1.5,R,CP,G,M,6,3,2,0,M,1,M,F,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",411302.7522
22500,2130,Y,6841,1910,1970,2280,2,R,CL,H,F,14,4,2,1,S,1,S,W,C,2,A,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",949067.717
22510,2132,Y,12080,1899,2009,2265,2,R,CL,H,M,12,5,2,1,M,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",703800
22520,2132,Y,10504,1898,0,4653,3,R,CL,M,F,12,8,2,2,S,1,S,W,N,3,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",832238.3176
22530,2124,Y,4481,1890,0,1122,1.5,R,CV,G,M,5,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",238800
22540,2131,Y,4000,1935,1994,1737,2,R,CL,G,M,8,3,2,1,M,1,M,W,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",529300
22550,2132,Y,8027,1957,2011,1454,1,R,SL,G,W,7,3,1,1,M,1,M,W,N,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",521200
22560,2130,Y,5286,1898,0,3164,2,R,CL,H,M,10,5,2,1,S,1,M,F,N,3,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",1090500
22570,2130,N,7744,1927,2006,2446,2,R,TD,G,B,9,4,2,1,M,1,M,W,N,1,G,G,G,E,A,2130,35401,10618,75730,"Jamaica Plain, MA",1035700
22580,2136,Y,5000,1960,2014,1331,1.5,R,CP,G,M,6,3,1,1,M,1,S,W,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",361179.8732
22590,2124,Y,3525,1915,1998,2027,2,R,CL,G,M,8,5,1,1,M,1,M,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",301400
22600,2131,N,3920,1926,2003,2218,2.5,R,CL,G,M,9,5,2,1,M,1,M,W,C,1,A,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",597639.8459
22610,2136,Y,6216,1970,0,1959,1,R,RN,G,B,8,3,2,0,S,1,M,F,C,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",368100
22620,2132,Y,5812,1920,0,1595,1.5,R,BW,H,W,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",388400
22630,2131,Y,5802,1970,0,2137,1,R,RN,H,V,11,4,3,0,S,2,S,W,C,1,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",607585.0436
22640,2132,Y,5200,1923,0,1881,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",512497.6729
22650,2136,N,4941,1948,0,846,1,R,CP,G,A,4,2,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",270900
22660,2124,Y,6000,1930,1984,1404,2,R,CL,H,W,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",374400
22670,2136,Y,3716,1998,0,1332,2,R,CL,G,M,8,3,1,1,M,1,M,F,C,0,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",398639.7051
22680,2132,Y,13065,1965,0,1414,1.5,R,CP,G,W,7,3,2,0,M,1,M,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",527654.3573
22690,2132,Y,10960,1950,2003,2224,1.5,R,CP,G,W,10,3,2,1,M,1,M,W,N,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",710689.6738
22700,2136,Y,6596,1950,0,1075,1,R,CP,G,W,5,2,1,0,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",334163.4335
22710,2131,Y,12320,1925,2013,2196,2,R,TD,H,B,7,3,2,1,M,1,M,W,C,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",735110
22720,2136,N,4198,1950,0,894,1,R,CP,G,W,7,3,1,1,S,1,S,W,N,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",314000
22730,2136,Y,7471,1960,0,1066,1,R,SL,G,W,5,3,1,1,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",340900
22740,2132,Y,4351,1920,1989,1330,1,R,BW,G,M,6,3,1,1,S,1,S,W,N,0,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",396800
22750,2136,Y,4140,1945,0,1016,1,R,CP,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",238300
22760,2136,Y,11250,1900,0,1374,1.5,R,CV,G,W,6,3,1,0,S,1,S,F,N,0,F,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",361100
22770,2132,N,4200,1900,0,1432,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",332600
22780,2136,Y,6443,1950,0,1288,1,R,CP,G,W,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",363600
22790,2124,N,5991,1934,0,1822,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",402100
22800,2136,Y,3200,1935,0,1485,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",297924.6556
22810,2130,Y,4570,1929,1970,1360,2,R,CL,G,M,6,3,1,0,M,1,S,W,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",481711.3779
22820,2132,Y,5616,1990,0,1650,2,R,CL,G,W,9,3,2,1,S,1,S,W,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",526768.7045
22830,2131,Y,11734,1918,0,2182,2,R,CL,H,W,7,4,2,0,S,1,S,W,N,0,A,A,A,N,E,2131,29826,11505,66735,"Roslindale, MA",581041.2017
22840,2131,Y,4250,1920,2008,2069,2,R,CL,L,M,9,4,1,1,S,1,S,W,N,1,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",583300
22850,2132,Y,3624,1910,0,600,1,R,BW,G,W,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",201100
22860,2132,Y,3360,1920,0,1149,1.5,R,CP,G,M,6,2,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",294300
22870,2131,N,4264,1935,0,1312,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",394500
22880,2136,Y,6258,1955,0,1781,1,R,RR,G,M,6,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",300100
22890,2132,N,4462,1950,0,980,1,R,BW,H,W,5,2,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",324900
22900,2132,N,4864,1990,0,1265,1.5,R,CP,G,F,5,2,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",403800
22910,2132,Y,4000,1935,2002,1419,1.5,R,CP,G,M,5,2,1,1,M,1,S,W,N,2,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",462300
22920,2132,Y,4989,1947,0,1539,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",507400
22930,2130,Y,2550,1880,2011,2002,2,R,CL,G,W,8,4,2,1,M,1,M,F,C,0,A,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",674400
22940,2136,Y,23437,1900,0,3832,3,R,CV,M,F,16,5,2,1,S,2,S,W,N,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",686900
22950,2132,Y,3495,1915,0,1310,1,R,BW,H,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",355231.2865
22960,2131,Y,4500,1875,2006,2000,2,R,CL,G,M,8,3,2,1,M,1,S,F,C,0,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",600223.2904
22970,2124,Y,5000,1935,1995,1743,2,R,CL,G,W,8,4,1,1,S,1,S,W,N,1,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",408100
22980,2131,Y,6894,1880,2009,1337,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,0,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",494871.7775
22990,2136,Y,4600,1910,0,1679,2,R,CL,G,M,9,3,1,1,S,1,S,F,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",373100
23000,2136,Y,5774,1940,0,1246,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",347700
23010,2136,Y,6500,1940,0,1342,2,R,CL,L,M,4,2,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",327445.4971
23020,2124,Y,4500,1900,0,2659,2.5,R,CL,G,P,9,5,1,1,S,1,S,F,N,2,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",390924.3679
23030,2132,Y,5288,1939,0,1525,2,R,CL,G,W,8,3,1,0,N,1,N,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",448700
23040,2131,Y,9900,1965,0,1344,1,R,RN,G,M,6,3,1,0,S,1,S,W,C,2,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",395300
23050,2132,Y,8036,1960,0,1726,1,R,RR,G,M,8,3,1,1,S,1,S,W,N,2,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",367300
23060,2136,Y,5597,1958,0,1320,2,R,CL,G,W,5,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",362900
23070,2132,Y,4811,1930,0,1560,2,R,CL,G,W,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",463500
23080,2132,Y,6810,1953,2011,1764,2,R,CL,G,W,7,4,2,1,M,1,M,W,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",606700
23090,2131,N,3684,1910,1988,732,1,R,CN,F,F,5,3,1,1,M,1,S,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",282220.167
23100,2132,Y,5732,1940,0,1306,1.5,R,CP,G,M,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",431000
23110,2130,Y,4706,1930,2001,2507,3,R,CV,G,B,9,5,2,2,M,1,M,W,N,1,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",706600
23120,2131,N,4050,1900,0,1430,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",371800
23130,2132,Y,3078,1940,2015,2145,2,R,CL,G,U,8,4,1,1,M,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",530600
23140,2131,Y,3000,1934,0,900,1,R,BW,H,W,5,2,2,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",337200
23150,2131,Y,3200,1900,0,1482,2,R,CL,L,W,7,2,1,1,S,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",439100
23160,2136,Y,5285,1935,0,1350,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",356600
23170,2136,Y,4500,1940,1990,1829,2,R,CL,G,M,9,4,2,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",349200
23180,2124,Y,6624,1951,2005,1931,2,R,CL,G,M,10,4,2,1,S,1,M,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",487600
23190,2132,Y,9900,1925,0,1664,2,R,CL,H,W,8,4,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",567500
23200,2124,Y,5539,1900,0,3461,2.5,R,CL,G,M,11,6,1,1,M,1,M,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",471446.6294
23210,2136,N,12447,1880,0,1991,2,R,CL,M,P,7,4,1,0,N,1,N,W,N,0,P,P,P,N,A,2136,28488,6207,58890,"Hyde Park, MA",241000
23220,2132,Y,5958,1960,0,1560,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",415400
23230,2136,Y,5000,1950,0,899,1,R,RN,G,M,4,2,1,0,S,1,N,F,N,0,A,A,A,N,P,2136,28488,6207,58890,"Hyde Park, MA",217400
23240,2132,Y,7350,1910,0,1635,2,R,CL,G,W,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",470136.465
23250,2136,Y,4400,1950,0,1210,1,R,CP,G,M,5,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",253500
23260,2132,Y,5362,1995,0,1575,2,R,CL,G,F,7,3,2,1,M,1,M,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",482678.0046
23270,2136,Y,3250,1920,0,1142,1.5,R,CV,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",235200
23280,2132,Y,4983,1929,0,1600,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",494000
23290,2131,Y,5000,1935,0,1296,2,R,CL,H,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",322500
23300,2132,Y,2996,1962,0,1502,1.5,R,CP,G,W,8,4,1,1,S,1,M,F,C,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",438407.4744
23310,2131,Y,5724,1957,0,871,1,R,RN,G,M,5,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",238200
23320,2130,Y,3600,1910,1994,2442,2,R,CL,H,S,10,4,2,0,S,1,S,W,N,0,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",824700
23330,2124,Y,5633,1933,2004,1843,2,R,CL,G,M,9,5,1,2,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",363149.9803
23340,2132,N,5683,1960,2009,1354,1.5,R,CP,G,M,6,4,2,0,M,1,M,W,N,0,A,A,A,N,F,2132,36314,13251,75446,"Cambridge, MA",379726.8183
23350,2136,Y,6400,1965,NA,1377,2,R,CL,G,V,6,3,1,1,S,1,S,W,C,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",381400
23360,2132,Y,4864,1938,0,1188,2,R,CL,G,W,6,3,1,1,S,1,M,W,N,1,A,A,A,N,G,2132,36314,13251,75446,"Cambridge, MA",433200
23370,2136,Y,4474,1920,0,1136,1,R,BW,H,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",277200
23380,2124,Y,9424,1920,1985,3166,2,R,CL,H,F,10,3,1,0,S,1,S,W,N,2,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",593700
23390,2131,N,3000,1940,0,920,1.5,R,CP,G,W,7,2,1,0,M,1,M,F,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",354700
23400,2124,Y,6000,1895,0,3278,2,R,CL,H,M,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",401390.1153
23410,2132,Y,6645,1900,2002,1714,2,R,CL,G,W,6,3,1,0,M,1,M,W,N,2,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",610500
23420,2132,N,7393,1935,0,1085,1,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",393108.4482
23430,2132,N,6023,2005,NA,1937,2,R,CL,G,M,8,4,1,1,M,1,M,F,C,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",558906.4677
23440,2132,Y,3795,1896,1984,2320,2,R,SD,G,W,7,4,1,0,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",545700
23450,2131,N,8200,2006,NA,2553,2,R,CL,G,M,7,2,2,0,M,1,M,F,N,0,G,G,G,N,F,2131,29826,11505,66735,"Roslindale, MA",590815.9292
23460,2136,Y,6913,1961,0,1215,1,R,RN,H,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",305900
23470,2132,Y,6399,1957,0,1056,1,R,RN,G,M,6,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",346700
23480,2124,N,5175,1920,0,2418,2,R,CL,G,W,9,5,1,1,S,1,S,W,C,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",474100
23490,2124,Y,3000,1995,0,1440,2,R,SD,G,F,7,3,2,0,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",236700
23500,2124,Y,3317,1954,2012,1310,1,R,CP,G,M,6,3,1,1,M,1,M,W,N,1,G,G,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",475400
23510,2131,Y,3290,1900,0,1570,2,R,CL,G,M,8,5,2,0,S,1,S,W,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",434052.8511
23520,2136,Y,6000,1959,0,1298,2,R,CL,G,W,6,3,1,1,N,1,N,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",342200
23530,2136,Y,6308,1944,2002,1440,2,R,CL,S,M,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",287500
23540,2130,Y,9642,2006,NA,2406,2,R,CV,G,F,4,2,2,1,M,1,M,F,C,1,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",870200
23550,2132,N,2726,1999,NA,1832,2,R,CL,G,M,7,4,2,1,M,1,M,F,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",498700
23560,2132,Y,4988,1934,2011,1280,2,R,CL,L,W,5,2,1,1,S,1,M,W,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",462100
23570,2124,Y,4205,1950,0,1372,2,R,CL,G,M,6,3,1,1,N,1,S,W,N,1,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",341700
23580,2132,Y,7128,1870,0,2268,2,R,VT,G,F,9,4,1,1,N,1,N,W,N,1,F,F,F,N,A,2132,36314,13251,75446,"Cambridge, MA",492900
23590,2136,Y,4775,1950,0,1120,1,R,CP,S,W,7,3,1,1,N,1,N,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",302100
23600,2132,Y,4784,1910,2003,2087,2,R,CL,H,M,7,4,2,0,M,1,M,F,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",512700
