objectid,seating_interest_sidewalk,restaurant_name,bulding_number,street,borough,zip,business_address,sidewalk_dimensions_length,sidewalk_dimensions_width,sidewalk_dimensions_area,roadway_dimensions_length,roadway_dimensions_width,roadway_dimensions_area,approved_for_sidewalk_seating,approved_for_roadway_seating,qualify_alcohol,time_of_submission
9549,sidewalk,Gregorys Coffee,762,7th Avenue,Manhattan,10019,"762 7th Avenue, Manhattan, NY",40,15,600,,,,yes,no,no,2020-07-30T18:14:00Z
3136,sidewalk,Chef Papa Vietnamese Kitchen,42-05,162nd street,Queens,11358,"42-05 162nd street, Queens, NY",150,12,1800,,,,yes,no,yes,2020-06-22T03:59:00Z
6834,both,ERUPT HOOKAH LOUNGE,6312,BROADWAY,Queens,11377,"6312 BROADWAY, Queens, NY",24,6,144,24,8,192,yes,yes,no,2020-07-02T04:17:00Z
176,both,Fiaschetteria Pistoia,647,East 11th street,Manhattan,10009,"647 East 11th street, Manhattan, NY",22,15,330,22,8,176,yes,yes,yes,2020-06-19T18:22:00Z
1328,both,Saint Eves,1123,8th Avenue,Brooklyn,11215,"1123 8th Avenue, Brooklyn, NY",24,3,72,52,8,416,yes,yes,yes,2020-06-19T23:03:00Z
9860,sidewalk,Restaurant 570 8th Avenue LLC,570,8th Avenue,Manhattan,10018,"570 8th Avenue, Manhattan, NY",28,14,392,,,,yes,no,no,2020-08-05T23:48:00Z
1586,both,HinoMaru Ramen,3318,Ditmars Blvd.,Queens,11105,"3318 Ditmars Blvd., Queens, NY",20,10,200,20,8,160,yes,yes,yes,2020-06-20T00:14:00Z
1948,both,The Rockwell Place,31,Rockwell Place,Brooklyn,11217,"31  Rockwell Place, Brooklyn, NY",17,3,51,17,9,153,yes,yes,yes,2020-06-20T04:33:00Z
157,both,Lilia Ristorante,567,Union Avenue,Brooklyn,11211,"567 Union Avenue, Brooklyn, NY",68,7,476,77,8,616,yes,yes,yes,2020-06-19T18:19:00Z
1187,sidewalk,Polleria Azogueï¿½ita,91-23,37th Avenue,Queens,11372,"91-23  37th Avenue, Queens, NY",78,15,1170,,,,yes,no,no,2020-06-19T21:13:00Z
1676,sidewalk,Shalon Restaurant,2734,Jerome Avenue,Bronx,10468,"2734 Jerome Avenue, Bronx, NY",39,16,624,,,,yes,no,yes,2020-06-20T01:20:00Z
9637,sidewalk,Mille-feuille Bakery,2175,Broadway,Manhattan,10024,"2175 Broadway , Manhattan, NY",20,10,200,,,,yes,no,no,2020-07-31T22:06:00Z
7976,both,Yiwanmen,150-152,Mott Street,Manhattan,10013,"150-152 Mott Street, Manhattan, NY",22,4,88,22,8,176,yes,yes,no,2020-07-10T04:36:00Z
1441,roadway,Bistro Le Steak,1309,3RD AVENUE,Manhattan,10021,"1309 3RD AVENUE, Manhattan, NY",,,,21,8,168,no,yes,yes,2020-06-19T23:35:00Z
6894,both,Smilers,532,Madison Ave,Manhattan,10022,"532 Madison Ave, Manhattan, NY",24,6,144,24,8,192,yes,yes,no,2020-07-02T18:23:00Z
6460,sidewalk,compadres 77,115-18,queens blvd,Queens,11375,"115-18 queens blvd, Queens, NY",26,7,182,,,,yes,no,no,2020-06-30T04:53:00Z
1120,both,Station House,106-11,71st Avenue,Queens,11375,"106-11 71st Avenue, Queens, NY",24,5,120,24,8,192,yes,yes,yes,2020-06-19T22:03:00Z
1608,sidewalk,5 DE MAYO IN NY INC,4229,BELL BLVD,Queens,11361,"4229  BELL BLVD, Queens, NY",20,12,240,,,,yes,no,yes,2020-06-20T00:32:00Z
1779,sidewalk,Veritable,1201,2nd Avenue,Manhattan,10065,"1201 2nd Avenue , Manhattan, NY",30,3,90,,,,yes,no,no,2020-06-20T02:04:00Z
243,both,Mudville 9,126,Chambers Street,Manhattan,10007,"126 Chambers Street, Manhattan, NY",23,10,230,25,8,200,yes,yes,yes,2020-06-19T18:36:00Z
1787,sidewalk,Cafe Grumpy,383,7th Ave,Brooklyn,11215,"383 7th Ave, Brooklyn, NY",8,12,96,,,,yes,no,no,2020-06-20T02:08:00Z
1282,both,Winemak'Her Bar,492,5TH AVENUE,Brooklyn,11215,"492 5TH AVENUE, Brooklyn, NY",5,3,15,14,8,112,yes,yes,yes,2020-06-19T22:38:00Z
2753,sidewalk,Rockaway Roasters,9206,Rockaway Beach bkvd,Queens,11693,"9206 Rockaway Beach bkvd, Queens, NY",18,13,234,,,,yes,no,no,2020-06-21T15:19:00Z
6845,sidewalk,El Castillo De Jagua II,521,Grand Street,Manhattan,10002,"521  Grand Street, Manhattan, NY",16,19,304,,,,yes,no,no,2020-07-02T05:34:00Z
831,both,VinoTapa,201,East 31st Street,Manhattan,10016,"201 East 31st Street, Manhattan, NY",50,7,350,50,8,400,yes,yes,yes,2020-06-19T20:58:00Z
660,sidewalk,Dallas BBQ,281,West Fordham Road,Bronx,10468,"281 West Fordham Road, Bronx, NY",80,6,480,,,,yes,no,yes,2020-06-19T20:29:00Z
1073,both,Wise Bar & Grill,35,Neptune ave,Brooklyn,11235,"35  Neptune ave , Brooklyn, NY",50,8,400,35,8,280,yes,yes,yes,2020-06-19T21:43:00Z
3194,both,Yemen Cafe & Restaurant,176,Atlantic ave,Brooklyn,11201,"176  Atlantic ave , Brooklyn, NY",25,8,200,25,8,200,yes,yes,no,2020-06-22T07:10:00Z
6309,sidewalk,B&W Deli & Pizzeria,373 west,34th street,Manhattan,10001,"373 west 34th street, Manhattan, NY",11,15,165,,,,yes,no,no,2020-06-29T20:29:00Z
2923,sidewalk,Le Buffet,5503,17th Avenue,Brooklyn,11204,"5503 17th Avenue , Brooklyn, NY",16,30,480,,,,yes,no,no,2020-06-21T21:27:00Z
7192,sidewalk,Bklynï¿½s pizza joint LLC,1406,86th Street,Brooklyn,11228,"1406 86th Street, Brooklyn, NY",16,24,384,,,,yes,no,no,2020-07-04T02:24:00Z
257,both,Judge Roy Bean,38,W 56th Street,Manhattan,10019,"38 W 56th Street, Manhattan, NY",10,14,140,20,8,160,yes,yes,yes,2020-06-19T18:49:00Z
1193,both,Sixty Hospitality LLC,14,East 60th Street,Manhattan,10022,"14 East 60th Street, Manhattan, NY",47,5,235,47,8,376,yes,yes,yes,2020-06-19T22:21:00Z
5398,sidewalk,Roti Paradise Restaurant inc,21151,Jamaica Ave,Queens,11428,"21151 Jamaica Ave , Queens, NY",16,16,256,,,,yes,no,no,2020-06-25T21:44:00Z
4731,both,sushi by m,75,e 4th st,Manhattan,10003,"75 e 4th st, Manhattan, NY",10,6,60,10,6,60,yes,yes,no,2020-06-24T07:20:00Z
1189,sidewalk,The Graham,151,Meserole Street,Brooklyn,11206,"151 Meserole Street, Brooklyn, NY",60,10,600,,,,yes,no,yes,2020-06-19T22:24:00Z
5968,sidewalk,Milk Bar,620,Vanderbilt Avenue,Brooklyn,11238,"620 Vanderbilt Avenue, Brooklyn, NY",12,12,144,,,,yes,no,no,2020-06-27T19:00:00Z
3361,sidewalk,Wagamama,605,3rd Avenue,Manhattan,10158,"605 3rd Avenue, Manhattan, NY",84,4,336,,,,yes,no,yes,2020-06-22T18:01:00Z
1372,roadway,Momo Ramen,78,5th Avenue,Brooklyn,11217,"78  5th Avenue , Brooklyn, NY",,,,15,8,120,no,yes,no,2020-06-19T23:13:00Z
3872,both,Taste Cafe & Grill Inc,107-02,101 Avenue,Queens,11416,"107-02 101 Avenue, Queens, NY",33,12,396,33,8,264,yes,yes,no,2020-06-22T23:47:00Z
1888,both,Dokï¿½bi Bar and Grill,199,Grand st,Brooklyn,11211,"199 Grand st, Brooklyn, NY",13,8,104,13,8,104,yes,yes,yes,2020-06-20T03:22:00Z
7549,sidewalk,KORYODANG BAKERY & CAFE,37-02,UNION STREET,Queens,11354,"37-02   UNION STREET, Queens, NY",80,5,400,,,,yes,no,no,2020-07-07T20:07:00Z
7873,both,Gulchatay,1915,Ave U,Brooklyn,11229,"1915 Ave U, Brooklyn, NY",16,10,160,16,7,112,yes,yes,no,2020-07-09T20:40:00Z
1105,both,Inca Grill Peruvian Kitchen,126,Lincoln Ave,Staten Island,10306,"126 Lincoln Ave, Staten Island, NY",26,5,130,26,6,156,yes,yes,yes,2020-06-19T22:07:00Z
6951,sidewalk,Likkle More Jerk,445,Albee Square West,Brooklyn,11201,"445  Albee Square West, Brooklyn, NY",8,8,64,,,,yes,no,no,2020-07-02T20:44:00Z
319,sidewalk,MARIE BLACHERE,303,6TH AVE,Manhattan,10014,"303 6TH AVE, Manhattan, NY",31,40,1240,,,,yes,no,yes,2020-06-19T19:03:00Z
6610,both,Lanas family Corp,374,East 204th Street,Bronx,10467,"374 East 204th Street, Bronx, NY",34,19,646,34,8,272,yes,yes,no,2020-07-01T00:39:00Z
4576,both,Ras Plant Based,739,Franklin Avenue,Brooklyn,11237,"739 Franklin Avenue, Brooklyn, NY",16,5,80,13,8,104,yes,yes,no,2020-06-24T00:37:00Z
6867,sidewalk,bread&butter,303,5 avenue,Manhattan,10016,"303 5 avenue , Manhattan, NY",21,10,210,,,,yes,no,no,2020-07-02T16:43:00Z
8410,sidewalk,La Nueva Noventa Bakery,3706,90th Street,Queens,11372,"3706 90th Street, Queens, NY",24,6,144,,,,yes,no,no,2020-07-15T05:18:00Z
1029,both,da gennaro,129,mulberry,Manhattan,10013,"129 mulberry, Manhattan, NY",70,8,560,70,8,560,yes,yes,yes,2020-06-19T21:47:00Z
943,both,CABANA BREEZE,13501,Lefferts Boulevard,Queens,11420,"13501 Lefferts Boulevard, Queens, NY",40,8,320,15,8,120,yes,yes,yes,2020-06-19T20:23:00Z
3885,sidewalk,BURGERIM,187,Court street,Brooklyn,11201,"187  Court street , Brooklyn, NY",40,8,320,,,,yes,no,no,2020-06-22T23:58:00Z
3310,sidewalk,Ooh lala ambiance express,1433,Flatbush ave,Brooklyn,11210,"1433  Flatbush ave, Brooklyn, NY",10,11,110,,,,yes,no,no,2020-06-22T17:22:00Z
1454,both,Camaje,79-83,MacDougal Street,Manhattan,10012,"79-83 MacDougal Street, Manhattan, NY",15,4,60,15,8,120,yes,yes,yes,2020-06-19T21:07:00Z
10076,roadway,The Little One,150,East Broadway,Manhattan,10002,"150  East Broadway, Manhattan, NY",,,,10,8,80,no,yes,no,2020-08-09T00:41:00Z
5612,both,Hallal Sandwich Shop Inc,25-61,Steinway street,Queens,11103,"25-61 Steinway street , Queens, NY",18,18,324,18,8,144,yes,yes,no,2020-06-26T10:22:00Z
1994,sidewalk,LROOM CAFE,41,WEST 14TH STREET,Manhattan,10011,"41 WEST 14TH STREET, Manhattan, NY",23,23,529,,,,yes,no,no,2020-06-20T06:43:00Z
7509,both,"Shanghai 21, Inc",21,Mott Street,Manhattan,10013,"21 Mott Street, Manhattan, NY",8,3,24,12,8,96,yes,yes,no,2020-07-07T17:25:00Z
1000,both,Charm Kao,193,Schermerhorn St.,Brooklyn,11201,"193 Schermerhorn St., Brooklyn, NY",5,20,100,24,8,192,yes,yes,no,2020-06-19T21:35:00Z
3312,sidewalk,Arepalicious,137-20,Crossbay Blvd,Queens,11417,"137-20 Crossbay Blvd , Queens, NY",33,19,627,,,,yes,no,no,2020-06-22T17:23:00Z
853,both,Lil Frankieï¿½s,19-21,1st Avenue,Manhattan,10003,"19-21 1st Avenue, Manhattan, NY",38,8,304,38,8,304,yes,yes,yes,2020-06-19T20:58:00Z
8155,sidewalk,Anmwey Eatery,185,Howard Avenue,Brooklyn,11233,"185  Howard Avenue, Brooklyn, NY",12,6,72,,,,yes,no,no,2020-07-13T11:30:00Z
43,roadway,Khe-Yo,157,Duane St.,Manhattan,10013,"157 Duane St., Manhattan, NY",,,,25,8,200,no,yes,yes,2020-06-19T17:49:00Z
2385,sidewalk,Salter House,119,Atlantic Avenue,Brooklyn,11201,"119 Atlantic Avenue, Brooklyn, NY",20,4,80,,,,yes,no,no,2020-06-20T22:06:00Z
1756,both,Oceanic Boil,98-16,Queens Boulevard,Queens,11374,"98-16 Queens Boulevard, Queens, NY",20,7,140,20,8,160,yes,yes,yes,2020-06-20T01:44:00Z
7993,both,Yaso Tangbao,148,Lawrence Street,Brooklyn,11201,"148 Lawrence Street, Brooklyn, NY",20,15,300,21,8,168,yes,yes,no,2020-07-10T16:58:00Z
1104,both,Cuba Restaurant,222,Thompson Street,Manhattan,10012,"222 Thompson Street, Manhattan, NY",12,4,48,17,8,136,yes,yes,yes,2020-06-19T21:28:00Z
6258,roadway,IXV Coffee,497,Pacific Street,Brooklyn,11217,"497 Pacific Street, Brooklyn, NY",,,,18,8,144,no,yes,no,2020-06-29T18:33:00Z
933,sidewalk,Soft Serve,85,Allen Street,Manhattan,10002,"85 Allen Street, Manhattan, NY",10,12,120,,,,yes,no,no,2020-06-19T21:16:00Z
6356,both,49-14 Worldwide Inc.,49-14,Queens Blvd.,Queens,11377,"49-14 Queens Blvd., Queens, NY",20,6,120,20,8,160,yes,yes,yes,2020-06-29T22:18:00Z
1976,both,Crazy Willy's,117-10,Jamaica Avenue,Queens,11418,"117-10  Jamaica Avenue , Queens, NY",19,12,228,19,8,152,yes,yes,yes,2020-06-20T05:30:00Z
2912,sidewalk,Parrilladas Sunrise Bar Corp,83-11,Northern Blvd,Queens,11372,"83-11 Northern Blvd, Queens, NY",10,5,50,,,,yes,no,yes,2020-06-21T21:11:00Z
1074,sidewalk,BARFLY NY,244,3RD AVE,Manhattan,10010,"244  3RD AVE, Manhattan, NY",39,16,624,,,,yes,no,yes,2020-06-19T21:56:00Z
1474,sidewalk,TJ Asian Bistro,50-19,Skillman Ave,Queens,11377,"50-19 Skillman Ave, Queens, NY",17,20,340,,,,yes,no,yes,2020-06-19T23:31:00Z
1878,both,Da Umberto,107,West 17,Manhattan,10011,"107  West 17, Manhattan, NY",20,14,280,20,8,160,yes,yes,yes,2020-06-20T03:02:00Z
3652,both,Pinto Garden,117,West 10 Street,Manhattan,10011,"117  West 10 Street, Manhattan, NY",50,50,2500,50,50,2500,yes,yes,no,2020-06-22T21:07:00Z
1617,roadway,VIC'S,31,GREAT JONES STREET,Manhattan,10012,"31  GREAT JONES STREET, Manhattan, NY",,,,27,7,189,no,yes,yes,2020-06-20T00:37:00Z
1505,sidewalk,Coffee Plus Cake,25-11,Astoria Boulevard,Queens,11102,"25-11  Astoria Boulevard , Queens, NY",16,12,192,,,,yes,no,no,2020-06-19T23:55:00Z
69,both,Gino's Restaurant & Pizzeria,7414,5th Ave,Brooklyn,11209,"7414 5th Ave, Brooklyn, NY",54,6,324,60,8,480,yes,yes,yes,2020-06-19T17:57:00Z
609,both,Evelina,211,DeKalb Avenue,Brooklyn,11215,"211 DeKalb Avenue, Brooklyn, NY",16,18,288,110,8,880,yes,yes,yes,2020-06-19T20:17:00Z
9704,sidewalk,dunkin donuts,680,st. nicholas avenue,Manhattan,10030,"680 st. nicholas avenue, Manhattan, NY",21,3,63,,,,yes,no,no,2020-08-02T20:31:00Z
5596,sidewalk,Susanoï¿½s Pizzeria & Restaurant,679,Seneca Ave,Queens,11385,"679 Seneca Ave, Queens, NY",16,5,80,,,,yes,no,no,2020-06-26T05:20:00Z
5748,sidewalk,ADRIAN TROPICAL,674,E 180TH STREET,Bronx,10457,"674  E 180TH STREET, Bronx, NY",20,3,60,,,,yes,no,no,2020-06-26T21:30:00Z
5984,both,La Adelita de Woodside Restaurant & Bar,5321,Roosevelt ave,Queens,11377,"5321 Roosevelt ave, Queens, NY",6,10,60,8,7,56,yes,yes,no,2020-06-27T19:56:00Z
7173,sidewalk,BK JANI,679,Grand St,Brooklyn,11211,"679 Grand St, Brooklyn, NY",23,4,92,,,,yes,no,no,2020-07-04T00:54:00Z
5029,sidewalk,Taqueria Milear,752 A,Nostrand Ave,Brooklyn,11216,"752 A Nostrand Ave, Brooklyn, NY",4,3,12,,,,yes,no,no,2020-06-24T23:42:00Z
3454,both,Feast On Us,645,Hudson Street,Manhattan,10014,"645  Hudson Street, Manhattan, NY",16,8,128,16,8,128,yes,yes,no,2020-06-22T19:08:00Z
279,both,Sugar Freak Astoria,37-11,30th Avenue,Queens,11103,"37-11 30th Avenue, Queens, NY",40,12,480,25,8,200,yes,yes,yes,2020-06-19T18:51:00Z
5691,sidewalk,2716 Gerritsen Avenue,2716,Gerritsen Avenue,Brooklyn,11229,"2716  Gerritsen Avenue, Brooklyn, NY",12,6,72,,,,yes,no,no,2020-06-26T19:51:00Z
2216,sidewalk,Village Creperie,445,East 9th street,Manhattan,10009,"445  East 9th street, Manhattan, NY",7,4,28,,,,yes,no,no,2020-06-20T19:41:00Z
978,both,Awang Kitchen,84-05,Queens Blvd Ste 1C,Queens,11373,"84-05 Queens Blvd Ste 1C, Queens, NY",16,6,96,16,8,128,yes,yes,yes,2020-06-19T21:20:00Z
325,roadway,The Half Pint,76,West 3rd street,Manhattan,10012,"76 West 3rd street, Manhattan, NY",,,,24,8,192,no,yes,yes,2020-06-19T19:06:00Z
426,both,The Highwater,34-20,Broadway,Queens,11106,"34-20 Broadway, Queens, NY",45,11,495,12,8,96,yes,yes,yes,2020-06-19T19:24:00Z
4763,both,Accra Restaurant No 3 Corp,2065,Adam Clayton Powell Jr Blvd,Manhattan,10027,"2065  Adam Clayton Powell Jr Blvd , Manhattan, NY",4,6,24,8,8,64,yes,yes,no,2020-06-24T16:18:00Z
5704,both,VIVA CEVICHE CORP,88-15,37TH AVE,Queens,11372,"88-15  37TH AVE, Queens, NY",12,8,96,12,8,96,yes,yes,no,2020-06-26T20:07:00Z
1925,both,Clinton Hall,601,E 189th Street,Bronx,10458,"601 E 189th Street, Bronx, NY",50,4,200,50,8,400,yes,yes,yes,2020-06-19T23:43:00Z
1244,both,Co-pat restaurant inc,120,Cedar st,Manhattan,10006,"120 Cedar st, Manhattan, NY",34,16,544,34,8,272,yes,yes,yes,2020-06-19T22:36:00Z
650,both,Olde  Brooklyn bagel shoppe,645,Vanderbilt ave,Brooklyn,11238,"645  Vanderbilt ave , Brooklyn, NY",12,10,120,15,9,135,yes,yes,no,2020-06-19T20:26:00Z
4783,both,BLU  Cafe,120,Riverside Blvd,Manhattan,10069,"120  Riverside Blvd , Manhattan, NY",70,5,350,45,8,360,yes,yes,no,2020-06-24T17:07:00Z
828,sidewalk,IHAWAN,40-06,70th street,Queens,11377,"40-06  70th street , Queens, NY",45,8,360,,,,yes,no,no,2020-06-19T21:04:00Z
1599,both,Martha's Country Bakery,263,Bedford Ave,Brooklyn,11211,"263 Bedford Ave, Brooklyn, NY",80,13,1040,80,8,640,yes,yes,no,2020-06-20T00:21:00Z
1762,both,Taladwat,714,9th ave,Manhattan,11201,"714 9th ave, Manhattan, NY",25,5,125,20,8,160,yes,yes,yes,2020-06-20T01:31:00Z
331,both,Estrelllita Poblana,2328,Arthur Ave,Bronx,10458,"2328  Arthur Ave , Bronx, NY",23,8,184,23,8,184,yes,yes,yes,2020-06-19T19:02:00Z
8984,roadway,Davey's Ice Cream,137,1ST AVENUE,Manhattan,10003,"137 1ST AVENUE, Manhattan, NY",,,,10,8,80,no,yes,no,2020-07-20T23:03:00Z
1725,both,Avant Garden,130,E 7th Street,Manhattan,10009,"130 E 7th Street, Manhattan, NY",25,5,125,25,8,200,yes,yes,yes,2020-06-20T01:27:00Z
9414,sidewalk,Gurman Restaurant,2402,Coney Island Ave,Brooklyn,11223,"2402 Coney Island Ave, Brooklyn, NY",60,10,600,,,,yes,no,no,2020-07-27T21:51:00Z
5676,sidewalk,Toasties,23,East 51st Street,Manhattan,10022,"23 East 51st Street, Manhattan, NY",24,4,96,,,,yes,no,no,2020-06-26T19:09:00Z
5108,sidewalk,KUIH CAFE,46,ELDRIDGE STREET,Manhattan,10002,"46 ELDRIDGE STREET, Manhattan, NY",5,2,10,,,,yes,no,no,2020-06-25T01:16:00Z
121,sidewalk,Sac's Place,35-11,35th avenue,Queens,11106,"35-11 35th avenue, Queens, NY",70,21,1470,,,,yes,no,yes,2020-06-19T18:07:00Z
8930,both,99 Noodle Village LLC,774,53rd ST,Brooklyn,11220,"774 53rd ST, Brooklyn, NY",16,5,80,16,8,128,yes,yes,no,2020-07-20T08:27:00Z
9631,sidewalk,McDonald's,1651,Broadway,Manhattan,10019,"1651 Broadway, Manhattan, NY",31,16,496,,,,yes,no,no,2020-07-31T21:27:00Z
1008,sidewalk,Spot Dessert Bar,3916,Prince Street,Queens,11354,"3916 Prince Street , Queens, NY",12,4,48,,,,yes,no,no,2020-06-19T21:42:00Z
960,both,Wrecking Club LLC DBA Break Bar NYC,458,9th Avenue,Manhattan,10018,"458 9th Avenue, Manhattan, NY",29,4,116,29,10,290,yes,yes,yes,2020-06-19T21:08:00Z
9478,roadway,sushi kai,332,east 9th street,Manhattan,10003,"332 east 9th street, Manhattan, NY",,,,10,8,80,no,yes,no,2020-07-28T23:12:00Z
644,sidewalk,Sushi Azabu,428,Greenwich St,Manhattan,10013,"428 Greenwich St, Manhattan, NY",17,4,68,,,,yes,no,no,2020-06-19T20:23:00Z
8717,openstreets,Kos Kaffe Roasting House,251,Fifth Avenue,Brooklyn,11215,"251 Fifth Avenue, Brooklyn, NY",,,,,,,no,no,no,2020-07-17T17:58:00Z
1371,both,Harlem Hookah,381,Lenox Avenue,Manhattan,10027,"381 Lenox Avenue, Manhattan, NY",25,28,700,25,8,200,yes,yes,yes,2020-06-19T19:11:00Z
9951,openstreets,Tacos California Reencuentro Corp,4616,5th Avenue,Brooklyn,11220,"4616  5th Avenue , Brooklyn, NY",,,,,,,no,no,no,2020-08-07T01:24:00Z
1357,both,Norbu lingkhas kitchen,7516,Broadway,Queens,11373,"7516  Broadway , Queens, NY",7,45,315,7,45,315,yes,yes,yes,2020-06-19T23:09:00Z
7536,sidewalk,D&D Coffee Shop,4508,Fort Hamilton Parkway,Brooklyn,11219,"4508 Fort Hamilton Parkway, Brooklyn, NY",24,19,456,,,,yes,no,no,2020-07-07T19:09:00Z
224,both,Astoria Bier and Cheese-Ditmars,35-11,Ditmars Boulevard,Queens,11105,"35-11 Ditmars Boulevard, Queens, NY",16,8,128,16,8,128,yes,yes,yes,2020-06-19T18:37:00Z
5712,both,Bul inc,8002,5th avenue,Brooklyn,11209,"8002 5th avenue, Brooklyn, NY",50,8,400,50,8,400,yes,yes,no,2020-06-26T20:29:00Z
532,sidewalk,Dutch Kills Bar,2724,Jackson Ave.,Queens,11101,"2724  Jackson Ave. , Queens, NY",48,15,720,,,,yes,no,yes,2020-06-19T18:17:00Z
733,both,Blind Tiger,281,Bleecker Street,Manhattan,10014,"281 Bleecker Street , Manhattan, NY",55,2,110,22,8,176,yes,yes,yes,2020-06-19T20:09:00Z
5162,both,Guerrero's Restuarant,809,Avenue U,Brooklyn,11223,"809 Avenue U, Brooklyn, NY",14,9,126,14,8,112,yes,yes,no,2020-06-25T03:33:00Z
2152,sidewalk,D'Amico Coffee Inc,309-311,Court Street,Brooklyn,11231,"309-311 Court Street, Brooklyn, NY",24,10,240,,,,yes,no,no,2020-06-20T18:27:00Z
4764,both,SABA'S P[IZZA,1217,LEXINGTON AVE,Manhattan,10028,"1217 LEXINGTON AVE, Manhattan, NY",21,6,126,21,8,168,yes,yes,no,2020-06-24T16:29:00Z
4146,both,B-CUP CAFE,212,AVE B.,Manhattan,10009,"212 AVE B., Manhattan, NY",30,15,450,30,8,240,yes,yes,no,2020-06-23T15:36:00Z
1809,both,Piccola cucina Estiatorio,75,Thompson St,Manhattan,10012,"75  Thompson St, Manhattan, NY",24,4,96,24,8,192,yes,yes,yes,2020-06-20T02:19:00Z
8931,both,Polanco's Restaurant,33-13,108 Street,Queens,11368,"33-13 108 Street, Queens, NY",15,6,90,15,6,90,yes,yes,no,2020-07-20T12:54:00Z
8522,sidewalk,SUN SWEET MARKET,838,6 AVE,Manhattan,10001,"838 6 AVE, Manhattan, NY",14,3,42,,,,yes,no,no,2020-07-16T03:51:00Z
1830,both,Butcher Bar,37-10,30th Avenue,Queens,11103,"37-10 30th Avenue , Queens, NY",28,7,196,28,8,224,yes,yes,yes,2020-06-20T02:32:00Z
455,sidewalk,Fratelli,2507,Eastchester Road,Bronx,10469,"2507 Eastchester Road, Bronx, NY",38,20,760,,,,yes,no,yes,2020-06-19T19:39:00Z
9285,both,Merguez & Frite,40-06,25th Avenue,Queens,11103,"40-06 25th Avenue , Queens, NY",12,12,144,20,8,160,yes,yes,no,2020-07-24T23:07:00Z
851,both,AGNANTI RESTAURANT,1906,DITMARS BLVD,Queens,11105,"1906 DITMARS BLVD, Queens, NY",30,6,180,20,5,100,yes,yes,yes,2020-06-19T20:58:00Z
3064,both,Mama schnitzel,100-22,67 ave,Queens,11374,"100-22  67 ave, Queens, NY",28,14,392,24,8,192,yes,yes,no,2020-06-22T01:28:00Z
1824,both,tudor city steakhouse,45,tudor city place,Manhattan,10017,"45 tudor city place , Manhattan, NY",75,13,975,75,8,600,yes,yes,yes,2020-06-20T02:20:00Z
6398,sidewalk,"Lead by Example & Reverse the Trend, Inc., DBA Legends House of Seafood",1,W. 137th Street,Manhattan,10037,"1 W. 137th Street, Manhattan, NY",25,11,275,,,,yes,no,no,2020-06-30T00:01:00Z
5902,sidewalk,UThai,6355,Wetherole street,Queens,11374,"6355 Wetherole street, Queens, NY",15,7,105,,,,yes,no,no,2020-06-27T03:47:00Z
7296,both,Pizza Den,8521,18th ave,Brooklyn,11214,"8521 18th ave, Brooklyn, NY",8,8,64,12,8,96,yes,yes,no,2020-07-05T18:05:00Z
67,both,Hog Pit NYC,37B,West 26th St.,Manhattan,10010,"37B West 26th St., Manhattan, NY",20,13,260,20,10,200,yes,yes,yes,2020-06-19T18:01:00Z
8235,both,BCakeNY,702,Washington Avenue,Brooklyn,11238,"702 Washington Avenue, Brooklyn, NY",15,6,90,15,8,120,yes,yes,no,2020-07-13T23:53:00Z
8274,both,Almaz Resturant,238,kings highway,Brooklyn,11214,"238 kings highway, Brooklyn, NY",7,50,350,0,0,0,yes,yes,no,2020-07-14T02:56:00Z
1368,sidewalk,Sveta,64,Carmine Street,Manhattan,10014,"64  Carmine Street , Manhattan, NY",16,27,432,,,,yes,no,yes,2020-06-19T22:48:00Z
1061,sidewalk,Pho 60,1001,60th Street,Brooklyn,11219,"1001 60th Street, Brooklyn, NY",60,10,600,,,,yes,no,no,2020-06-19T21:44:00Z
1758,sidewalk,Jeromes pizza&pasta,21 e,Bedford Park blvd,Bronx,10468,"21 e Bedford Park blvd, Bronx, NY",28,20,560,,,,yes,no,no,2020-06-20T01:48:00Z
2337,sidewalk,Xime deli corp,448,East 138th street,Bronx,10454,"448 East 138th street , Bronx, NY",16,12,192,,,,yes,no,no,2020-06-20T21:20:00Z
8611,roadway,"FGNY 148 Madison, LLC",148,Madison Avenue,Manhattan,10036,"148 Madison Avenue, Manhattan, NY",,,,13,8,104,no,yes,no,2020-07-16T21:42:00Z
5757,both,THE BASAC II INC,15809,NORTHERN BLVD UNIT B,Queens,11358,"15809  NORTHERN BLVD UNIT B, Queens, NY",18,8,144,18,8,144,yes,yes,no,2020-06-26T21:49:00Z
1253,both,Imani Caribbean Kitchen & Bar,271,Adelphi,Brooklyn,11205,"271 Adelphi, Brooklyn, NY",25,3,75,85,8,680,yes,yes,yes,2020-06-19T22:34:00Z
394,roadway,Isla cafe,1859,Westchester ave,Bronx,10472,"1859  Westchester ave , Bronx, NY",,,,8,32,256,no,yes,yes,2020-06-19T19:29:00Z
2669,sidewalk,L'Angeletto Restaurant,327,2nd Ave,Manhattan,10003,"327 2nd Ave, Manhattan, NY",30,9,270,,,,yes,no,no,2020-06-21T03:18:00Z
9430,roadway,Peking Duck House,30,MOTT Street,Manhattan,10013,"30 MOTT Street, Manhattan, NY",,,,24,8,192,no,yes,no,2020-07-28T00:43:00Z
