objectid,seating_interest_sidewalk,restaurant_name,bulding_number,street,borough,zip,business_address,sidewalk_dimensions_length,sidewalk_dimensions_width,sidewalk_dimensions_area,roadway_dimensions_length,roadway_dimensions_width,roadway_dimensions_area,approved_for_sidewalk_seating,approved_for_roadway_seating,qualify_alcohol,time_of_submission
4786,sidewalk,Hex & Company,2871,broadway,Manhattan,10025,"2871 broadway, Manhattan, NY",26,16,416,,,,yes,no,yes,2020-06-24T17:17:00Z
10543,both,Sabor Latino,9535,40th Road,Queens,11373,"9535 40th Road, Queens, NY",158,8,1264,151,8,1208,yes,yes,yes,2020-08-22T00:44:00Z
6222,roadway,Sarabeth's,423,Amsterdam Avenue,Manhattan,10024,"423 Amsterdam Avenue, Manhattan, NY",,,,16,8,128,no,yes,yes,2020-06-29T15:51:00Z
3842,roadway,Burger Club,32-02,30th Avenue,Queens,11102,"32-02 30th Avenue, Queens, NY",,,,37,8,296,no,yes,yes,2020-06-22T23:20:00Z
3814,sidewalk,Tang Restaurant Corp,196-50,Northern Blvd,Queens,11358,"196-50 Northern Blvd, Queens, NY",64,8,512,,,,yes,no,yes,2020-06-22T22:58:00Z
9085,both,Noree Thai Bazaar,274,Grand Street,Manhattan,10002,"274 Grand Street, Manhattan, NY",8,25,200,22,7,154,yes,yes,yes,2020-07-22T01:07:00Z
4897,sidewalk,Boris & Horton,195,Avenue A,Manhattan,10009,"195 Avenue A, Manhattan, NY",30,2,60,,,,yes,no,yes,2020-06-24T20:32:00Z
5280,both,FAA BAR AND GRILL CORP,141,NAGLE AVENUE,Manhattan,10040,"141 NAGLE AVENUE, Manhattan, NY",37,18,666,37,8,296,yes,yes,yes,2020-06-25T18:37:00Z
8599,openstreets,The Duplex,61,Christopher Street,Manhattan,10014,"61 Christopher Street, Manhattan, NY",,,,,,,no,no,yes,2020-07-16T20:37:00Z
2089,sidewalk,Barzola restaurant,9520,Astoria Blvd,Queens,11369,"9520  Astoria Blvd, Queens, NY",15,24,360,,,,yes,no,yes,2020-06-20T16:40:00Z
2966,both,CHOTE NAWAB,115,LEXINGTON AVE,Manhattan,10016,"115 LEXINGTON AVE, Manhattan, NY",45,5,225,45,8,360,yes,yes,yes,2020-06-21T22:34:00Z
6833,both,SOFIA WINE BAR,242,E 50TH STREET,Manhattan,10022,"242 E 50TH STREET, Manhattan, NY",30,6,180,30,8,240,yes,yes,yes,2020-07-02T04:13:00Z
3483,both,Taszo,5,Edward M Morgan Place,Manhattan,10032,"5 Edward M Morgan Place, Manhattan, NY",26,15,390,26,12,312,yes,yes,yes,2020-06-22T19:27:00Z
7491,sidewalk,HUATULCO SPORTS BAR,369,36th street,Brooklyn,11232,"369 36th street, Brooklyn, NY",10,6,60,,,,yes,no,yes,2020-07-07T06:07:00Z
4983,roadway,Quality Eats,1496,Second Avenue,Manhattan,10075,"1496 Second Avenue, Manhattan, NY",,,,53,7,371,no,yes,yes,2020-06-24T22:20:00Z
10485,both,El Patio Mexicano,3764,Broadway,Manhattan,10032,"3764  Broadway , Manhattan, NY",30,5,150,25,8,200,yes,yes,yes,2020-08-21T00:25:00Z
2611,both,The Original Benito One,174,Mulberry Street,Manhattan,10013,"174 Mulberry Street, Manhattan, NY",21,12,252,21,10,210,yes,yes,yes,2020-06-21T01:43:00Z
4966,sidewalk,Holiday Cocktail Lounge,75,Saint Marks Place,Manhattan,10003,"75 Saint Marks Place, Manhattan, NY",22,17,374,,,,yes,no,yes,2020-06-24T22:03:00Z
8538,sidewalk,Bua Thai Ramen & Robata Grill,1611,2nd ave,Manhattan,10028,"1611 2nd ave, Manhattan, NY",20,20,400,,,,yes,no,yes,2020-07-16T08:41:00Z
9777,both,Yakitori taisho,5,Saint marks place,Manhattan,10003,"5 Saint marks place , Manhattan, NY",8,4,32,8,8,64,yes,yes,yes,2020-08-04T08:27:00Z
7992,both,ISE RESTAURANT,63,COOPER SQUARE,Manhattan,10003,"63 COOPER SQUARE, Manhattan, NY",17,9,153,17,8,136,yes,yes,yes,2020-07-10T15:52:00Z
3423,both,1325 CCPJ CORP,1325,5TH AVE,Manhattan,10029,"1325 5TH AVE, Manhattan, NY",34,5,170,21,8,168,yes,yes,yes,2020-06-22T18:52:00Z
6461,sidewalk,Vin Sur Vingt,66,West 84th St,Manhattan,10024,"66 West 84th St, Manhattan, NY",22,4,88,,,,yes,no,yes,2020-06-30T04:55:00Z
5573,sidewalk,El encuentro restaurant,3901,104th street,Queens,11368,"3901 104th street , Queens, NY",40,4,160,,,,yes,no,yes,2020-06-26T03:41:00Z
9668,sidewalk,NEW RED LANTERN INC,5701,Fort Hamilton Pkwy,Brooklyn,11219,"5701 Fort Hamilton Pkwy, Brooklyn, NY",15,10,150,,,,yes,no,yes,2020-08-01T03:57:00Z
7995,roadway,new york canton lounge,70,mott street,Manhattan,10013,"70 mott street, Manhattan, NY",,,,20,8,160,no,yes,yes,2020-07-10T17:19:00Z
6787,both,Nocciola Pizzerï¿½a & Tratoria,123 East,110th Street,Manhattan,10029,"123 East  110th Street , Manhattan, NY",33,15,495,33,8,264,yes,yes,yes,2020-07-02T00:01:00Z
9512,both,FRONTLINE CENTER INCORPORATED,765,UTICA AVENUE,Brooklyn,11203,"765  UTICA AVENUE, Brooklyn, NY",20,6,120,16,6,96,yes,yes,yes,2020-07-29T19:24:00Z
9149,both,Doux Supper Club,59,West 21st Street,Manhattan,10010,"59 West 21st Street, Manhattan, NY",47,5,235,47,8,376,yes,yes,yes,2020-07-22T22:07:00Z
4376,both,Bukowski's,6947,Grand Avenue,Queens,11378,"6947 Grand Avenue, Queens, NY",20,9,180,20,8,160,yes,yes,yes,2020-06-23T21:05:00Z
6425,both,Spot Dessert Bar,Basement,13 St Marks Place,Manhattan,10003,"Basement 13 St Marks Place, Manhattan, NY",20,8,160,20,8,160,yes,yes,yes,2020-06-30T01:14:00Z
4816,both,"Riverdale Apple, LLC",76,W 225th St,Bronx,10463,"76 W 225th St, Bronx, NY",92,9,828,92,8,736,yes,yes,yes,2020-06-24T18:34:00Z
4715,both,Las Margaritas Restaurant &Bar,67-12,Fresh Pond Rd,Queens,11385,"67-12 Fresh Pond Rd, Queens, NY",3,2,6,3,2,6,yes,yes,yes,2020-06-24T05:58:00Z
7615,sidewalk,108 Food Dried Hot Pot,2794,Broadway,Manhattan,10025,"2794 Broadway, Manhattan, NY",24,9,216,,,,yes,no,yes,2020-07-08T00:29:00Z
4644,sidewalk,Soho Sushi,231,Sullivan St.,Manhattan,10012,"231 Sullivan St., Manhattan, NY",9,13,117,,,,yes,no,yes,2020-06-24T02:17:00Z
6336,both,Indian Road Cafe,600,West 218th Street,Manhattan,10034,"600 West 218th Street, Manhattan, NY",25,4,100,24,8,192,yes,yes,yes,2020-06-29T21:31:00Z
2996,both,Buddy's Burrito & Taco Bar,260,Court Street,Brooklyn,11231,"260 Court Street, Brooklyn, NY",20,10,200,20,8,160,yes,yes,yes,2020-06-21T23:08:00Z
5606,roadway,Camperdown Elm,441,7th Ave,Brooklyn,11215,"441 7th Ave, Brooklyn, NY",,,,33,8,264,no,yes,yes,2020-06-26T07:08:00Z
2103,both,TILLYS,1223,BEDFORD AVE,Brooklyn,11216,"1223 BEDFORD AVE, Brooklyn, NY",20,7,140,20,8,160,yes,yes,yes,2020-06-20T17:03:00Z
5183,both,Jack Jones,38-01,Ditmars Blvd,Queens,11105,"38-01 Ditmars Blvd, Queens, NY",30,6,180,56,8,448,yes,yes,yes,2020-06-25T04:42:00Z
8803,roadway,773 lounge,773,Coney Island Avenue,Brooklyn,11218,"773  Coney Island Avenue , Brooklyn, NY",,,,20,8,160,no,yes,yes,2020-07-18T01:06:00Z
7028,both,Yakitori nonono,118,Madison ave,Manhattan,10016,"118  Madison ave, Manhattan, NY",16,5,80,230,8,1840,yes,yes,yes,2020-07-03T00:48:00Z
7326,both,Rincï¿½ncito ranchero restaurant corp,3782,103 street,Queens,11369,"3782  103 street , Queens, NY",20,8,160,20,8,160,yes,yes,yes,2020-07-06T00:53:00Z
7270,sidewalk,Marea,240,Central Park South,Manhattan,10019,"240  Central Park South, Manhattan, NY",96,8,768,,,,yes,no,yes,2020-07-04T23:49:00Z
10047,openstreets,Thai101,39-15,Bell Blvd,Queens,11361,"39-15  Bell Blvd, Queens, NY",,,,,,,no,no,yes,2020-08-08T08:47:00Z
7239,both,VIVA JUAREZ RESTAURANT CORP,9109,43rd AVENUE,Queens,11373,"9109 43rd AVENUE, Queens, NY",20,4,80,20,7,140,yes,yes,yes,2020-07-04T19:12:00Z
7440,both,The Gutter,200,North 14th St.,Brooklyn,11249,"200 North 14th St., Brooklyn, NY",100,13,1300,100,8,800,yes,yes,yes,2020-07-06T22:54:00Z
10542,sidewalk,Ouaga,2280,Adam Clayton Powell Jr Blvd,Manhattan,10030,"2280 Adam Clayton Powell Jr Blvd, Manhattan, NY",56,36,2016,,,,yes,no,yes,2020-08-22T00:40:00Z
8566,roadway,Nice Matin,201,West 79th Street,Manhattan,10024,"201  West 79th Street, Manhattan, NY",,,,53,8,424,no,yes,yes,2020-07-16T18:34:00Z
5711,both,Js On The Bay,1189,Bay Street,Staten Island,10305,"1189  Bay Street , Staten Island, NY",26,6,156,26,8,208,yes,yes,yes,2020-06-26T20:21:00Z
5655,roadway,Your way cafï¿½,17,Wilson Av,Brooklyn,11237,"17  Wilson Av , Brooklyn, NY",,,,16,6,96,no,yes,yes,2020-06-26T18:30:00Z
8499,openstreets,Cote Korean Steakhouse,16,West 22nd Street,Manhattan,10010,"16 West 22nd Street, Manhattan, NY",,,,,,,no,no,yes,2020-07-16T01:22:00Z
9220,both,Auriga Cafe,198,Ave A,Manhattan,10009,"198  Ave A, Manhattan, NY",25,14,350,25,8,200,yes,yes,yes,2020-07-23T22:53:00Z
7493,sidewalk,Sushi Daizen,47-38,Vernon Blvd,Queens,11101,"47-38 Vernon Blvd , Queens, NY",20,5,100,,,,yes,no,yes,2020-07-07T06:11:00Z
3137,both,Hi-Collar,214,EAST 10TH STREET,Manhattan,10003,"214 EAST 10TH STREET, Manhattan, NY",20,5,100,20,8,160,yes,yes,yes,2020-06-22T03:59:00Z
5966,sidewalk,west new malaysia restaurant,46-48,bowery st,Manhattan,10013,"46-48  bowery st, Manhattan, NY",18,10,180,,,,yes,no,yes,2020-06-27T18:50:00Z
6499,both,Marseille,630,9TH AVE,Manhattan,10036,"630  9TH AVE, Manhattan, NY",82,7,574,37,8,296,yes,yes,yes,2020-06-30T18:12:00Z
6770,both,PINGS NYC Inc.,22,MOTT STREET,Manhattan,10013,"22 MOTT STREET, Manhattan, NY",13,25,325,25,8,200,yes,yes,yes,2020-07-01T23:09:00Z
4155,both,La Fonda Restaurant and Tapas Bar Inc,169 East,106th Street,Manhattan,10029,"169 East 106th Street, Manhattan, NY",28,50,1400,9,50,450,yes,yes,yes,2020-06-23T15:57:00Z
3976,roadway,The Flying Cock,497,third avenue,Manhattan,10016,"497 third avenue , Manhattan, NY",,,,25,8,200,no,yes,yes,2020-06-23T01:31:00Z
4890,both,KUUN,290,Livingston St,Brooklyn,11217,"290 Livingston St, Brooklyn, NY",35,6,210,35,8,280,yes,yes,yes,2020-06-24T20:27:00Z
2702,both,Kitchen 79,37-70,79th street,Queens,11372,"37-70 79th street, Queens, NY",35,15,525,35,15,525,yes,yes,yes,2020-06-21T04:30:00Z
5070,both,Barchaa Peruvian Fusion Cuisine,567,Wilson Avenue,Brooklyn,11207,"567 Wilson Avenue, Brooklyn, NY",32,18,576,19,8,152,yes,yes,yes,2020-06-25T00:28:00Z
6593,sidewalk,Craft Restaurant,43-47,East 19th,Manhattan,10003,"43-47 East 19th, Manhattan, NY",75,14,1050,,,,yes,no,yes,2020-06-30T23:19:00Z
2556,both,Weather Up,159,Duane St,Manhattan,10019,"159  Duane St, Manhattan, NY",25,8,200,25,8,200,yes,yes,yes,2020-06-21T00:32:00Z
2311,sidewalk,Malii,2028,2nd Ave,Manhattan,10029,"2028 2nd Ave, Manhattan, NY",50,12,600,,,,yes,no,yes,2020-06-20T20:54:00Z
10483,sidewalk,The Beatrice Inn,283,West 12th Street,Manhattan,10014,"283 West 12th Street, Manhattan, NY",84,10,840,,,,yes,no,yes,2020-08-21T00:22:00Z
7121,openstreets,Pizza Secret,72,5th Ave,Brooklyn,11217,"72  5th Ave , Brooklyn, NY",,,,,,,no,no,yes,2020-07-03T20:41:00Z
5751,both,Amata,209,East 56th street,Manhattan,10022,"209 East 56th street, Manhattan, NY",10,4,40,20,4,80,yes,yes,yes,2020-06-26T21:36:00Z
2394,sidewalk,Pad Thai Noodle Lounge,114,8th Avenue,Manhattan,10011,"114 8th Avenue, Manhattan, NY",20,7,140,,,,yes,no,yes,2020-06-20T22:17:00Z
5803,both,Off The Wagon,109,Macdougal St,Manhattan,10012,"109 Macdougal St, Manhattan, NY",17,13,221,17,8,136,yes,yes,yes,2020-06-26T23:42:00Z
4249,both,Sister Jane,349,East 13th,Manhattan,10003,"349 East 13th, Manhattan, NY",20,15,300,25,8,200,yes,yes,yes,2020-06-23T19:03:00Z
8307,both,MADE IN PR BAR & LOUNGE,26,BRUCKNER BLVD,Bronx,10454,"26 BRUCKNER BLVD, Bronx, NY",50,5,250,55,8,440,yes,yes,yes,2020-07-14T18:10:00Z
7132,both,Aiyara thai,408,9TH  Ave,Manhattan,10018,"408   9TH  Ave, Manhattan, NY",23,10,230,23,8,184,yes,yes,yes,2020-07-03T21:45:00Z
5547,roadway,Pocha 32,15 west,32nd street,Manhattan,10001,"15 west 32nd street, Manhattan, NY",,,,25,8,200,no,yes,yes,2020-06-26T01:50:00Z
5703,roadway,cafe-flor,218,8th Avenue,Manhattan,10011,"218 8th Avenue, Manhattan, NY",,,,15,8,120,no,yes,yes,2020-06-26T20:07:00Z
5881,roadway,Bua,122,St Marks Place,Manhattan,10009,"122 St Marks Place, Manhattan, NY",,,,12,8,96,no,yes,yes,2020-06-27T02:24:00Z
4251,sidewalk,La Chula,137,East 116th Street,Manhattan,10029,"137  East 116th Street , Manhattan, NY",20,16,320,,,,yes,no,yes,2020-06-23T19:06:00Z
6091,sidewalk,RICE THAI KITCHEN,311,7th Ave.,Brooklyn,11215,"311 7th Ave., Brooklyn, NY",12,5,60,,,,yes,no,yes,2020-06-28T04:53:00Z
6132,both,Bar Basic,71,7th Avenue,Brooklyn,11217,"71 7th Avenue, Brooklyn, NY",20,8,160,30,8,240,yes,yes,yes,2020-06-28T21:12:00Z
8870,roadway,El Rancho Dominicano,1157,FLATBUSH,Brooklyn,11226,"1157 FLATBUSH , Brooklyn, NY",,,,18,8,144,no,yes,yes,2020-07-19T00:53:00Z
2695,sidewalk,Cyclo,551,47th Ave,Queens,11101,"551  47th Ave, Queens, NY",40,7,280,,,,yes,no,yes,2020-06-21T04:15:00Z
9839,both,J.Bespoke,121,E 27th St.,Manhattan,10016,"121  E 27th St., Manhattan, NY",28,16,448,28,8,224,yes,yes,yes,2020-08-05T20:52:00Z
10404,both,Pink Nori,36-06,30 ave,Queens,11103,"36-06 30 ave, Queens, NY",30,9,270,30,8,240,yes,yes,yes,2020-08-19T01:01:00Z
4641,sidewalk,Magna Restaurant LLC,35-25,Farrington Street,Queens,11354,"35-25 Farrington Street, Queens, NY",18,17,306,,,,yes,no,yes,2020-06-24T02:15:00Z
6811,both,Travesias Restaurant,3834,E Tremont Ave,Bronx,10465,"3834 E Tremont Ave, Bronx, NY",32,16,512,31,8,248,yes,yes,yes,2020-07-02T02:21:00Z
2619,both,Mezcals Mexican Restaurant,522,Court street,Brooklyn,11231,"522 Court street, Brooklyn, NY",18,17,306,18,17,306,yes,yes,yes,2020-06-21T01:49:00Z
7356,both,La Puerta Roja,1120,Cortelyou rd,Brooklyn,11218,"1120   Cortelyou rd, Brooklyn, NY",52,25,1300,32,8,256,yes,yes,yes,2020-07-06T16:15:00Z
7650,both,Dream Baby,162-4,Ave B,Manhattan,10009,"162-4  Ave B, Manhattan, NY",48,13,624,24,8,192,yes,yes,yes,2020-07-08T04:35:00Z
2429,both,lionel GUY BREMOND,1,South Elliott place,Brooklyn,11217,"1  South Elliott place, Brooklyn, NY",44,15,660,24,8,192,yes,yes,yes,2020-06-20T22:40:00Z
3488,both,IL Mulino Uptown,37,60th Street,Manhattan,10022,"37 60th Street, Manhattan, NY",20,14,280,20,8,160,yes,yes,yes,2020-06-22T19:31:00Z
6236,both,69th coffe shop inc,50- 01,69th street,Queens,11377,"50- 01 69th street, Queens, NY",24,16,384,8,8,64,yes,yes,yes,2020-06-29T17:37:00Z
5849,sidewalk,Carmentas,50,Starr,Brooklyn,11221,"50 Starr, Brooklyn, NY",40,4,160,,,,yes,no,yes,2020-06-27T00:53:00Z
3980,both,Berry Park,43927,Berry Park,Brooklyn,11211,"4-6  Berry Park , Brooklyn, NY",40,3,120,25,8,200,yes,yes,yes,2020-06-23T01:34:00Z
8532,sidewalk,VANESSA BAR & LOUNGE CORP,11012,JAMAICA AVE,Queens,11418,"11012 JAMAICA AVE, Queens, NY",20,8,160,,,,yes,no,yes,2020-07-16T05:16:00Z
2860,sidewalk,Bayridge Sushi,6914,3rd Ave,Brooklyn,11209,"6914  3rd Ave , Brooklyn, NY",20,10,200,,,,yes,no,yes,2020-06-21T20:09:00Z
6390,both,Cibao 172 Smith Corp,172,Smith,Brooklyn,11201,"172  Smith , Brooklyn, NY",18,6,108,18,6,108,yes,yes,yes,2020-06-29T23:45:00Z
1597,sidewalk,Pan Fino,01,85,Queens,11372,"01 85, Queens, NY",30,8,240,,,,yes,no,no,2020-06-20T00:17:00Z
9324,both,chilsung garden,4163157,horace harding expw,Queens,11364,"4163157 horace harding expw, Queens, NY",60,20,1200,60,8,480,yes,yes,yes,2020-07-25T18:06:00Z
10406,roadway,The Pony Bar,1444,75th Street,Manhattan,10021,"1444 75th Street, Manhattan, NY",,,,25,8,200,no,yes,yes,2020-08-19T02:18:00Z
9491,both,corner delhi,447,bergen street,Brooklyn,11217,"447 bergen street, Brooklyn, NY",26,0,0,26,6,156,yes,yes,yes,2020-07-29T05:10:00Z
8558,both,Offside Tavern,137,West 14th street,Manhattan,10011,"137 West 14th street, Manhattan, NY",21,20,420,21,8,168,yes,yes,yes,2020-07-16T18:09:00Z
2055,both,Lena,137,eldridge,Manhattan,10002,"137 eldridge, Manhattan, NY",20,13,260,20,8,160,yes,yes,yes,2020-06-20T15:35:00Z
4501,both,Haymaker Bar and Kitchen,252-254,West 29th street,Manhattan,10001,"252-254  West 29th street , Manhattan, NY",44,16,704,44,8,352,yes,yes,yes,2020-06-23T23:02:00Z
7985,roadway,Libertador,158,Baltic,Brooklyn,11201,"158  Baltic, Brooklyn, NY",,,,40,8,320,no,yes,yes,2020-07-10T07:38:00Z
6677,roadway,The Wren,344,Bowery,Manhattan,10012,"344 Bowery, Manhattan, NY",,,,25,8,200,no,yes,yes,2020-07-01T18:29:00Z
6028,both,Nuevo Jardin De China Restaurant,32-05,Broadway,Queens,11106,"32-05 Broadway, Queens, NY",10,3,30,20,6,120,yes,yes,yes,2020-06-27T22:49:00Z
2340,sidewalk,Philï¿½s,695,Knickerbocker Ave,Brooklyn,11221,"695  Knickerbocker Ave, Brooklyn, NY",20,15,300,,,,yes,no,yes,2020-06-20T21:21:00Z
7682,openstreets,Hourglass Tavern,373,W 46,Manhattan,10036,"373 W 46 , Manhattan, NY",,,,,,,no,no,yes,2020-07-08T18:46:00Z
7067,both,EL RODEO,45-50,46 STREET,Queens,11377,"45-50 46 STREET, Queens, NY",18,8,144,18,8,144,yes,yes,yes,2020-07-03T08:20:00Z
2100,both,Contra,138,Orchard Street,Manhattan,10002,"138  Orchard Street, Manhattan, NY",9,5,45,9,5,45,yes,yes,yes,2020-06-20T17:01:00Z
9798,both,Keg & lantern Brewing,158,beard street,Brooklyn,11231,"158 beard street, Brooklyn, NY",40,6,240,40,8,320,yes,yes,yes,2020-08-04T22:25:00Z
3586,sidewalk,Deliciosso Restaurant & Bar Inc,9303,Jamaica Ave,Queens,11421,"9303  Jamaica Ave, Queens, NY",24,6,144,,,,yes,no,yes,2020-06-22T20:31:00Z
7213,both,La Espiga 3 Estrellas,558,Southern Blvd.,Bronx,10455,"558  Southern Blvd., Bronx, NY",15,9,135,15,8,120,yes,yes,yes,2020-07-04T05:55:00Z
6865,sidewalk,Craft Culture,59-04,Myrtle Ave.,Queens,11385,"59-04 Myrtle Ave., Queens, NY",36,7,252,,,,yes,no,yes,2020-07-02T16:16:00Z
4268,both,LaLou,581,Vanderbilt Ave,Brooklyn,11225,"581 Vanderbilt Ave, Brooklyn, NY",25,8,200,10,8,80,yes,yes,yes,2020-06-23T19:31:00Z
10016,sidewalk,Public House NYC,622,3rd avenue,Manhattan,10017,"622 3rd avenue, Manhattan, NY",48,30,1440,,,,yes,no,yes,2020-08-07T21:55:00Z
5647,both,Cheryl's Global Soul Restaurant,236,Underhill Avenue,Brooklyn,11226,"236 Underhill Avenue, Brooklyn, NY",18,15,270,24,8,192,yes,yes,yes,2020-06-26T18:11:00Z
7553,both,Isohama Japanese Restaurant,1666,93rd st 3rd ave,Manhattan,10128,"1666  93rd st 3rd ave , Manhattan, NY",25,6,150,25,8,200,yes,yes,yes,2020-07-07T20:27:00Z
8535,openstreets,High Dive,243,Fifth Avenue,Brooklyn,11215,"243   Fifth Avenue, Brooklyn, NY",,,,,,,no,no,yes,2020-07-16T05:23:00Z
9134,both,Bareburger,42-38,Bell Blvd,Queens,11361,"42-38 Bell Blvd, Queens, NY",10,4,40,20,8,160,yes,yes,yes,2020-07-22T21:08:00Z
6147,sidewalk,Pig and Khao,68,Clinton St,Manhattan,10002,"68 Clinton St, Manhattan, NY",20,5,100,,,,yes,no,yes,2020-06-28T22:19:00Z
5527,both,Fire Lounge DD,593,Third Ave,Brooklyn,11215,"593  Third Ave, Brooklyn, NY",20,4,80,20,8,160,yes,yes,yes,2020-06-26T01:04:00Z
4599,both,Las Margaritas Restaurant and Sports Bar,83-22,37th Avenue,Queens,11372,"83-22  37th Avenue , Queens, NY",100,7,700,100,8,800,yes,yes,yes,2020-06-24T01:15:00Z
7391,both,Urubamba,86-20,87 street and 37th ave,Queens,11372,"86-20 87 street and 37th ave, Queens, NY",102,15,1530,64,8,512,yes,yes,yes,2020-07-06T19:26:00Z
8749,openstreets,MariVanna,41,E 20th street,Manhattan,10003,"41 E 20th street, Manhattan, NY",,,,,,,no,no,yes,2020-07-17T20:46:00Z
4187,roadway,Bleecker Street Bar,58,Bleeker Street,Manhattan,10012,"58 Bleeker Street, Manhattan, NY",,,,81,8,648,no,yes,yes,2020-06-23T17:23:00Z
9558,sidewalk,Captains Cafe 33,18 East,33rd Street,Manhattan,10016,"18 East 33rd Street, Manhattan, NY",24,2,48,,,,yes,no,yes,2020-07-30T20:40:00Z
9144,both,The Phoenix,447,East 13th,Manhattan,10009,"447 East 13th, Manhattan, NY",34,6,204,34,8,272,yes,yes,yes,2020-07-22T21:55:00Z
2836,sidewalk,El Parador Cafe,325,East 34th street,Manhattan,10016,"325  East 34th street, Manhattan, NY",25,11,275,,,,yes,no,yes,2020-06-21T19:31:00Z
5983,roadway,battista ristorante and bar,4602 4604,Avenue N,Brooklyn,11234,"4602 4604 Avenue N, Brooklyn, NY",,,,60,8,480,no,yes,yes,2020-06-27T19:52:00Z
9586,sidewalk,Momo Hibachi Steakhouse,1901,Emmons Ave,Brooklyn,11235,"1901 Emmons Ave, Brooklyn, NY",70,16,1120,,,,yes,no,yes,2020-07-31T00:22:00Z
9907,openstreets,Uncle Chop Chop,7,Cornelia Street,Manhattan,10014,"7 Cornelia Street, Manhattan, NY",,,,,,,no,no,yes,2020-08-06T21:45:00Z
9426,both,LaoJie Hotpot,811,53RD STREET,Brooklyn,11220,"811  53RD STREET, Brooklyn, NY",35,16,560,35,8,280,yes,yes,yes,2020-07-27T23:25:00Z
6176,both,Town Stages,221,W Broadway,Manhattan,10013,"221 W Broadway, Manhattan, NY",77,20,1540,76,8,608,yes,yes,yes,2020-06-29T00:36:00Z
3991,both,Blue Door Souvlakia,8413,3rd ave,Brooklyn,11209,"8413  3rd ave, Brooklyn, NY",20,4,80,20,6,120,yes,yes,yes,2020-06-23T01:49:00Z
10172,both,Kappo Masa,976,Madison Avenue,Manhattan,10075,"976  Madison Avenue, Manhattan, NY",32,8,256,12,8,96,yes,yes,yes,2020-08-12T19:52:00Z
2645,sidewalk,Taqueria Coatzingo,76-05,Roosevelt,Queens,11372,"76-05  Roosevelt , Queens, NY",10,5,50,,,,yes,no,yes,2020-06-21T02:33:00Z
8945,both,Maya,1191,1st Avenue,Manhattan,10065,"1191  1st Avenue, Manhattan, NY",55,5,275,53,8,424,yes,yes,yes,2020-07-20T18:24:00Z
4052,both,Bareburger,313,West 57th Street,Manhattan,10019,"313 West 57th Street , Manhattan, NY",25,19,475,25,8,200,yes,yes,yes,2020-06-23T03:31:00Z
5456,sidewalk,Night of Joy,667,Lorimer street,Brooklyn,11211,"667 Lorimer street, Brooklyn, NY",58,5,290,,,,yes,no,yes,2020-06-25T23:00:00Z
7957,sidewalk,Ole & Steen,873,Broadway,Manhattan,10003,"873 Broadway, Manhattan, NY",16,6,96,,,,yes,no,yes,2020-07-10T01:45:00Z
2358,sidewalk,Cozy Corner,60-01,70th Ave,Queens,11385,"60-01 70th Ave, Queens, NY",100,20,2000,,,,yes,no,yes,2020-06-20T21:41:00Z
9059,roadway,Sonamu House,158-15,Northern Blvd,Queens,11358,"158-15 Northern Blvd, Queens, NY",,,,14,8,112,no,yes,yes,2020-07-21T21:25:00Z
4062,both,The Row Harlem,2374,Adam Clayton Powell Junior Boulevard,Manhattan,10030,"2374  Adam Clayton Powell Junior Boulevard, Manhattan, NY",13,17,221,25,8,200,yes,yes,yes,2020-06-23T03:45:00Z
9831,both,Playhouse Bar,100A,7th Ave S,Manhattan,10014,"100A 7th Ave S, Manhattan, NY",12,16,192,16,8,128,yes,yes,yes,2020-08-05T19:28:00Z
3618,sidewalk,HUMMUS KITCHEN,1613,2ND AVE,Manhattan,10028,"1613 2ND AVE, Manhattan, NY",12,12,144,,,,yes,no,yes,2020-06-22T20:46:00Z
9054,both,J.W. CAFE & BAR INC,131-74,MAPLE AVENUE,Queens,11355,"131-74 MAPLE AVENUE, Queens, NY",15,7,105,15,8,120,yes,yes,yes,2020-07-21T20:47:00Z
4980,both,Noreetuh Restaurant,128,First Avenue,Manhattan,10009,"128 First Avenue, Manhattan, NY",26,15,390,26,8,208,yes,yes,yes,2020-06-24T22:17:00Z
2743,both,The Grange Bar & Eatery,1635,Amsterdam Ave,Manhattan,10031,"1635  Amsterdam Ave, Manhattan, NY",27,9,243,63,8,504,yes,yes,yes,2020-06-21T12:55:00Z
4085,both,Plug Uglies,256,Third Ave,Manhattan,10010,"256 Third Ave, Manhattan, NY",18,6,108,23,7,161,yes,yes,yes,2020-06-23T05:09:00Z
2979,both,SWEET BROOKLYN BAR LLC,608,NOSTRAND AVE,Brooklyn,11216,"608 NOSTRAND AVE, Brooklyn, NY",69,13,897,60,8,480,yes,yes,yes,2020-06-21T22:47:00Z
2461,sidewalk,Jeun Ju Sik Dang,40-11,150st,Queens,11354,"40-11  150st, Queens, NY",20,6,120,,,,yes,no,yes,2020-06-20T23:00:00Z
10576,sidewalk,O'Hanlon's Bar,349,East 14th,Manhattan,7059,"349  East 14th, Manhattan, NY",25,15,375,,,,yes,no,yes,2020-08-24T17:00:00Z
7487,both,El Bukanitas,6014,new utrecht avenue,Brooklyn,11219,"6014  new utrecht avenue , Brooklyn, NY",19,14,266,19,8,152,yes,yes,yes,2020-07-07T05:18:00Z
3091,sidewalk,Joya,215,Court St,Brooklyn,11201,"215 Court St, Brooklyn, NY",20,4,80,,,,yes,no,yes,2020-06-22T02:22:00Z
